,RT,alienType,confidenceRating,response
0,1.405530486715179,A06,3,s
1,2.3527042952846386,B03,4,s
2,1.5034890432325483,B10,1,c
3,1.5322741027139273,B03,3,s
4,1.71749164416633,A02,2,c
5,1.9423000758297349,B02,2,s
6,1.4382616245093232,B04,4,s
7,1.6846485116475378,A07,3,c
8,1.5402607454561803,B05,4,s
9,0.878659903110929,B05,4,s
10,1.542289329166124,B05,3,s
11,1.1482544520167721,B06,2,s
12,1.424241454591538,A03,3,c
13,1.3054868963145054,A01,2,c
14,1.6910485121297825,B09,2,s
15,0.9510631348375682,A01,2,c
16,0.9842700238123143,A06,3,c
17,0.8882428480346789,A07,4,c
18,1.2126293825858738,B04,3,c
19,1.3506440149531045,B08,1,c
20,1.06660969324912,B09,2,c
21,0.7458534782963397,A11,4,c
22,2.6186229418326548,B03,2,s
23,1.0770345607870695,A09,3,c
24,1.9982249892536856,B08,2,s
25,0.7610177452779681,A12,4,c
26,3.274601105577858,B06,2,s
27,1.009796368834941,B07,3,s
28,0.6454138310764392,B11,3,c
29,0.876681732121142,A10,4,c
30,2.1346052834942384,B10,2,s
31,0.8474266570383406,B11,3,c
32,0.8489846214033605,B02,3,c
33,0.7094289295364433,A10,4,c
34,1.3494099598628964,B02,3,c
35,0.7513741239654337,A12,4,c
36,0.9041919837136447,B07,3,s
37,0.7745739370457159,A10,4,c
38,2.507810047285602,B06,2,s
39,1.548147166502531,B08,2,s
40,1.056574543206807,B04,3,c
41,0.9937452002259306,A06,4,c
42,0.6749505532716285,B12,4,c
43,0.5233486362603799,A06,4,c
44,0.5109938973437238,A09,4,c
45,0.475343953612537,A12,4,c
46,1.0077798600277674,B08,3,c
47,0.6581380620264099,A04,4,c
48,2.034170164363786,B01,3,s
49,0.8389799604910877,A08,4,c
50,0.7561440125382433,B12,4,c
51,3.2949669389154224,A02,1,c
52,3.4001263638601813,B11,3,c
53,1.9017057611772543,B10,2,s
54,0.6513420047240288,A12,4,c
55,0.6934637946105795,A09,3,c
56,1.2149465564789352,B07,2,s
57,0.6189230031732222,A07,4,c
58,1.2009463101512665,B04,3,s
59,0.7141028226296839,A11,4,c
60,0.6341476446696106,A01,4,c
61,1.538918921856748,B10,3,s
62,0.6257094005541148,A05,4,c
63,4.231739727879358,A08,3,c
64,1.118088325500139,A04,2,c
65,0.5461086209970745,A10,3,c
66,0.6797189324815918,B12,3,c
67,0.6788902922608031,A11,3,c
68,0.5700579836848192,A05,3,c
69,0.5113129766568818,A02,3,c
70,1.7800924696066431,B05,2,s
71,0.6212694587056831,A02,2,c
72,1.5073098444272546,B12,2,s
73,1.6348769688129323,A09,3,c
74,0.755695731763808,B01,4,s
75,0.664107894089284,A01,4,c
76,1.0008573181157772,A11,3,c
77,3.1564382175511128,A05,2,c
78,1.847654268961378,A04,2,c
79,0.7096357122500194,B01,3,s
80,1.5420577929007777,A08,2,s
81,0.738011734390966,B02,2,s
82,0.692481199375834,B09,2,s
83,1.83646687129567,B09,3,c
84,0.7940374732543205,B03,4,s
85,0.8345028883168197,A07,4,c
86,1.1096570244544637,A03,3,c
87,0.776066696934322,B01,4,s
88,1.4920181872194007,B06,4,s
89,0.6564457643653441,A05,4,c
90,0.6552446133855483,A03,3,c
91,0.6744364642745495,A04,3,c
92,0.9363882033021582,A08,2,s
93,0.6700073898409755,B07,4,s
94,0.7456258663751214,A03,3,c
95,1.5972120256374183,B11,3,s
