,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,1,1,3,0,1,A5,0,4.000340208441855
1,1,1,3,0,1,B7,0,1.4243316956839749
2,1,1,3,0,1,A1,1,1.072528394726362
3,1,1,3,0,1,A6,1,1.137050872784073
4,1,1,3,0,1,B2,0,1.200472126000875
5,1,1,3,0,1,A2,1,1.360667738308166
6,1,1,3,0,1,B1,0,1.920361943142609
7,1,1,3,0,1,B6,1,2.976536484864937
8,1,1,3,0,1,A6,0,3.0233823118778673
9,1,1,3,0,1,A5,1,3.1367906601161053
10,1,2,3,0,1,A3,0,1.6164359618737194
11,1,2,3,0,1,A6,1,1.3597059777974323
12,1,2,3,0,1,B7,1,1.2006124959435738
13,1,2,3,0,1,B10,0,2.9761220161954043
14,1,2,3,0,1,A3,1,0.5927550997306525
15,1,2,3,0,1,B7,1,3.0898563849457332
16,1,2,3,0,1,A5,1,2.9615304851819246
17,1,2,3,0,1,A5,1,2.787555676303896
18,1,2,3,0,1,B5,0,3.29651414642251
19,1,2,3,0,1,A9,1,1.02479204872202
20,1,3,3,0,2,A5,1,2.768784139705758
21,1,3,3,0,2,B2,0,0.8802076871410236
22,1,3,3,0,2,A1,1,1.5684792501527909
23,1,3,3,0,2,A9,1,0.9607589033032582
24,1,3,3,0,2,A8,0,3.31241549503045
25,1,3,3,0,2,A2,1,1.728586112431799
26,1,3,3,0,2,B6,1,0.9924800953911017
27,1,3,3,0,2,B2,1,2.25816447432976
28,1,3,3,0,2,A6,1,1.2323783649164852
29,1,3,3,0,2,A9,1,1.0407096983554993
30,1,4,3,0,2,B4,0,2.432185771317677
31,1,4,3,0,2,A9,1,0.8645107050947445
32,1,4,3,0,2,A7,0,2.3053194170873894
33,1,4,3,0,2,B1,1,2.480886292799596
34,1,4,3,0,2,A1,1,1.760567819058565
35,1,4,3,0,2,B10,1,1.6329609756464833
36,1,4,3,0,3,B3,1,1.7767109662131588
37,1,4,3,0,3,B1,1,1.1529799935098026
38,1,4,3,0,3,A3,1,1.2649897741251834
39,1,4,3,0,3,A1,1,0.768975223950406
40,1,5,3,0,3,B7,1,0.9444787067852758
41,1,5,3,0,3,A1,1,1.0242040043167435
42,1,5,3,0,3,A5,1,1.3606686439206896
43,1,5,3,0,3,B6,1,1.3925697510319424
44,1,5,3,0,3,B5,1,1.1525145086675366
45,1,5,3,0,3,B4,1,0.8648143871644152
46,1,5,3,0,3,B7,1,1.7123756480789325
47,1,5,3,0,3,A1,1,1.728685729810536
48,1,5,3,0,4,B1,1,1.3133579358071756
49,1,5,3,0,4,A1,1,1.2325987306331854
50,1,6,3,0,4,B5,1,1.16861328080779
51,1,6,3,0,4,B10,1,1.1688360614911062
52,1,6,3,0,4,B7,1,1.2321103036065324
53,1,6,3,0,4,B4,1,1.2326953293033966
54,1,6,3,0,4,B1,1,1.3288221754322649
55,1,6,3,0,4,A8,1,1.2165494653112319
56,1,6,3,0,4,B2,1,1.1527710988854096
57,1,6,3,0,4,B4,1,0.9928773574226852
58,1,6,3,0,4,B4,0,1.359435501520693
59,1,6,3,0,4,A3,1,0.8986366003305193
60,1,7,3,0,2,A3,1,1.792649444935023
61,1,7,3,0,2,B7,1,1.712426966122507
62,1,7,3,0,2,B6,1,1.1689652622125095
63,1,7,3,0,2,A9,1,2.560473031613469
64,1,7,3,0,2,B7,1,2.6398759310828837
65,1,7,3,0,2,A3,1,2.1126971405284394
66,1,7,3,0,2,B6,1,1.968808289373328
67,1,7,3,0,2,B7,1,0.8005068411480352
68,1,7,3,0,2,B6,1,1.3761896352644953
69,1,7,3,0,2,A8,0,1.8738853041726315
70,1,8,3,0,2,A7,1,2.800465182971493
71,1,8,3,0,2,A1,1,1.168508229753911
72,1,8,3,0,2,A1,1,1.4097618993713468
73,1,8,3,0,2,B2,1,1.6647642766042736
74,1,8,3,0,2,A3,1,1.920737470473341
75,1,8,3,0,2,A5,1,1.8737814606021175
76,1,8,3,0,2,B7,1,1.5851425207724787
77,1,8,3,0,2,A1,1,1.3125232629219
78,1,8,3,0,2,B10,1,2.176741757039167
79,1,8,3,0,2,B1,1,1.4404256378908258
80,1,9,3,0,2,A9,1,2.3845399865667787
81,1,9,3,0,2,B10,1,1.744586776547635
82,1,9,3,0,2,B6,1,2.799781143637688
83,1,9,3,0,2,B4,0,1.4880418392990578
84,1,9,3,0,2,B10,1,2.160705774034682
85,1,9,3,0,2,A9,1,2.3044062577826026
86,1,9,3,0,2,B6,1,2.177063249488697
87,1,9,3,0,2,A7,1,1.2011311100545754
88,1,9,3,0,2,A5,1,1.760645097994825
89,1,9,3,0,2,A3,1,1.9045520614006364
