B05,space,5,2.94718845891
B03,space,5,3.59905756207
B09,space,5,1.49959383401
B07,space,5,1.18959846771
B04,space,5,3.61635772794
B02,return,3,8.60152021698
A01,return,5,1.44191554585
A12,return,5,1.5630758735
B07,space,5,1.04716174342
B01,space,5,0.998755692135
A08,return,5,1.35113540829
A05,return,5,1.14593117064
B08,space,5,1.25673554835
B06,space,5,0.844634186468
B12,return,5,2.6779204784
B09,space,5,0.729524841631
A06,return,5,2.06781991043
B06,space,5,0.873935191544
B04,space,5,3.1863083873
A02,return,5,4.13907479884
B05,space,5,0.994309751758
A07,return,5,1.22871658489
A11,return,5,5.68471889117
A12,return,5,0.849094616603
A08,return,5,3.04068693522
A01,return,5,2.28627925686
B11,space,5,3.74106200861
A08,space,3,7.98940738404
A02,return,5,3.25859476527
A01,return,5,1.50385050193
A04,space,5,2.68546330243
A05,return,5,1.57105882388
A10,return,5,1.10585612577
A08,space,5,1.29986189451
A11,return,5,1.10383329535
A06,return,5,1.23187233317
A03,return,5,0.976259740965
B09,space,5,0.840630787413
B10,space,5,0.733442509626
A07,return,5,0.805809184996
B07,space,5,0.672230532031
A10,return,5,0.727826823257
B12,return,5,0.745708390626
B09,space,5,0.655433885202
A03,return,5,0.784223975415
B02,space,5,0.512234335592
A10,return,5,0.761727722376
B12,return,5,0.682293969998
B12,return,5,0.62778893858
B05,space,5,0.564215734366
A12,return,5,0.70459340384
B08,space,5,0.520601868273
A03,return,5,0.881786526639
A06,return,5,1.51180537842
A05,return,5,0.764525151048
A02,return,5,2.87928885481
A05,return,5,0.815375745053
A11,return,5,1.17978799675
B04,space,5,4.58376000133
B08,space,5,0.813748364242
A06,return,5,0.74976190009
B03,space,5,4.19374857555
B02,space,5,2.63097185516
B10,space,5,0.868989354557
A09,return,5,0.632131035701
A09,return,5,1.35936981633
B06,space,5,0.984969896022
A12,return,5,0.94935709251
B11,space,5,1.20492651731
A03,return,5,0.677752034981
B02,space,5,4.50210841055
A09,return,5,1.03571845799
B05,space,5,0.726921213457
B11,space,5,0.939739516434
A04,return,5,0.711321480913
A07,return,5,0.487723402617
A10,return,5,0.530478448751
B03,space,5,0.898507705984
B11,space,3,2.93768589528
A09,return,5,1.93410662348
B10,space,5,1.10169062256
A07,return,5,2.8360677215
B01,space,5,0.621314130381
B07,space,5,0.778091185851
A01,return,5,1.38288940844
A11,return,5,2.26967490118
B01,space,5,1.10689365273
A04,return,5,5.04284228654
A04,return,5,1.30242990203
B06,space,5,0.887674801558
B03,space,5,0.945268566134
B08,space,5,0.585672649226
B01,space,5,0.695277697699
A02,space,5,1.41727269571
B10,space,5,0.956035964784
B04,space,5,1.22846603284
