,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,0,1,2,0,1,B7,1,3.217459500496261
1,0,1,2,0,1,A7,0,2.640665077828089
2,0,1,2,0,1,A7,1,2.0644825436684187
3,0,1,2,0,1,B5,0,3.360165363850683
4,0,1,2,0,1,A7,1,5.2328783664052025
5,0,1,2,0,1,A6,1,1.6965950683661504
6,0,1,2,0,1,A2,0,2.624657869197108
7,0,1,2,0,1,A8,1,2.44845510981213
8,0,1,2,0,1,A8,1,4.54484641658928
9,0,1,2,0,1,B5,1,2.512351725708868
10,0,2,2,0,1,B5,1,2.784540381773695
11,0,2,2,0,1,A5,0,3.966142068618865
12,0,2,2,0,1,B3,0,2.7679804509607493
13,0,2,2,0,1,A9,1,2.9756856577496364
14,0,2,2,0,1,B1,0,3.2484641658829787
15,0,2,2,0,1,B5,0,1.9842505875130882
16,0,2,2,0,1,A2,0,1.9520888581646432
17,0,2,2,0,1,A7,1,2.4805634083440964
18,0,2,2,0,1,B6,1,2.400503517528705
19,0,2,2,0,1,B10,1,2.4648152033314545
20,0,3,2,0,2,A3,0,2.3856497504293657
21,0,3,2,0,2,B10,1,2.7204288351331343
22,0,3,2,0,2,B1,0,1.6002568905369117
23,0,3,2,0,2,A5,1,1.8726336110012198
24,0,3,2,0,2,A1,0,1.713185487949886
25,0,3,2,0,2,A6,0,1.6001427840474207
26,0,3,2,0,2,B1,1,1.6004763493165228
27,0,3,2,0,2,B4,0,1.4242165366867994
28,0,3,2,0,2,A3,1,1.4892469726310082
29,0,3,2,0,2,B7,0,2.5123019173206558
30,0,4,2,0,2,A3,0,1.50408202385006
31,0,4,2,0,2,B7,0,2.35243993183758
32,0,4,2,0,2,B10,0,2.033270494266617
33,0,4,2,0,2,A5,0,2.000272285858955
34,0,4,2,0,2,B3,1,1.4894507342214638
35,0,4,2,0,2,B2,1,1.0246409645314998
36,0,4,2,0,2,A9,1,2.1128609787501773
37,0,4,2,0,2,A9,1,1.45699528631485
38,0,4,2,0,2,B6,0,2.144180795394277
39,0,4,2,0,2,A3,0,1.520305370702772
40,0,5,2,0,2,A2,1,2.1610830456775147
41,0,5,2,0,2,B10,1,1.2645232959876012
42,0,5,2,0,2,A3,1,1.1206196163548157
43,0,5,2,0,2,B2,0,1.3286200510465278
44,0,5,2,0,2,B1,0,1.9205969761769666
45,0,5,2,0,2,A2,1,1.3444497606942605
46,0,5,2,0,3,A2,1,1.3293632525783323
47,0,5,2,0,3,B3,1,1.4565696509944246
48,0,5,2,0,3,B10,0,1.3121395117868815
49,0,5,2,0,3,B5,1,1.504503433006903
50,0,6,2,0,3,B4,0,1.7281699643353932
51,0,6,2,0,3,A5,1,1.0724087185808457
52,0,6,2,0,3,A7,0,1.5189786563514645
53,0,6,2,0,3,A9,1,1.2645906127781927
54,0,6,2,0,3,B5,1,1.4248827616193012
55,0,6,2,0,3,B5,0,1.5043271414979245
56,0,6,2,0,3,B4,1,1.0724872045266238
57,0,6,2,0,3,B5,1,1.3606909178179194
58,0,6,2,0,3,A1,1,1.6793465743157867
59,0,6,2,0,3,A2,1,2.4486990199820866
60,0,7,2,0,2,A8,0,1.7603030161244533
61,0,7,2,0,2,A5,1,2.080817582058444
62,0,7,2,0,2,B5,0,2.080890332494164
63,0,7,2,0,2,B4,1,1.0571869731447805
64,0,7,2,0,2,B2,1,1.8724370942691166
65,0,7,2,0,2,A8,1,1.8555532579975988
66,0,7,2,0,2,B4,1,2.09634783763795
67,0,7,2,0,2,B1,1,1.9367949660318118
68,0,7,2,0,2,A1,1,2.303978482776074
69,0,7,2,0,2,A3,1,1.6325837422391487
70,0,8,2,0,2,A5,1,2.1929921106529946
71,0,8,2,0,2,B10,1,1.7278053065547283
72,0,8,2,0,2,A1,1,2.0807381905069633
73,0,8,2,0,2,A2,1,1.1688181374993292
74,0,8,2,0,2,A9,0,1.7601895133720973
75,0,8,2,0,2,B3,1,0.9135516550722969
76,0,8,2,0,2,A3,1,1.16834299565744
77,0,8,2,0,2,A5,1,1.6964951497193397
78,0,8,2,0,2,B6,1,2.401424519915963
79,0,8,2,0,2,A6,1,1.440365020022
80,0,9,2,0,2,B1,1,1.4567226985873276
81,0,9,2,0,2,B3,1,0.8962871619623911
82,0,9,2,0,2,B5,1,1.7447202353378088
83,0,9,2,0,2,B6,1,1.2810814155836852
84,0,9,2,0,2,B3,1,1.5044285694893915
85,0,9,2,0,2,B4,1,1.9203956295405078
86,0,9,2,0,2,A3,1,2.400424427845792
87,0,9,2,0,2,A1,1,2.0007093922013155
88,0,9,2,0,2,A5,1,1.2965754468787054
89,0,9,2,0,2,B3,1,1.600467595115333
