,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,1,1,1,0,1,A5,0,3.792089522274182
1,1,1,1,0,1,A7,1,3.4254146548337303
2,1,1,1,0,1,B2,1,3.6327084141448722
3,1,1,1,0,1,A8,1,2.5765906610795355
4,1,1,1,0,1,B3,0,2.2565439921272628
5,1,1,1,0,1,A6,0,2.7532347529740946
6,1,1,1,0,1,A5,0,3.0722840466733032
7,1,1,1,0,1,B10,1,2.304642292758217
8,1,1,1,0,1,A2,1,2.576853588994709
9,1,1,1,0,1,A3,1,4.277399820988649
10,1,2,1,0,1,B1,1,2.7367007828979695
11,1,2,1,0,1,B10,1,4.176967393617815
12,1,2,1,0,1,A2,1,1.7303573072676954
13,1,2,1,0,1,A2,1,1.8243958468883648
14,1,2,1,0,1,B1,1,3.1352862246603763
15,1,2,1,0,1,A7,1,2.6411607467634894
16,1,2,1,0,2,A6,1,2.0967780009923445
17,1,2,1,0,2,B7,1,2.273898744075268
18,1,2,1,0,2,B10,1,1.632602458117617
19,1,2,1,0,2,B5,1,2.7196231467132748
20,1,3,1,0,2,A1,1,0.8795784097237629
21,1,3,1,0,2,B2,1,1.7128854301408865
22,1,3,1,0,2,A8,0,0.9447507241093263
23,1,3,1,0,2,A3,1,1.2332309494231595
24,1,3,1,0,2,A1,1,2.0168850437512447
25,1,3,1,0,2,B4,1,1.7448669436817
26,1,3,1,0,2,B10,1,1.104517017112812
27,1,3,1,0,2,B4,1,0.8805193354673975
28,1,3,1,0,2,A2,1,2.032541178708925
29,1,3,1,0,3,B5,1,1.9844320107949898
30,1,4,1,0,3,B2,1,1.5846511677045783
31,1,4,1,0,3,B7,1,1.200642377280019
32,1,4,1,0,3,A2,1,1.4721168112373562
33,1,4,1,0,3,B4,1,2.0484457518723502
34,1,4,1,0,3,A5,1,1.5043697050277842
35,1,4,1,0,3,B7,1,1.9207071583732613
36,1,4,1,0,3,B7,1,1.6965567309998733
37,1,4,1,0,3,A3,1,1.152619543907349
38,1,4,1,0,3,A6,1,1.7125735994413844
39,1,4,1,0,3,A9,1,2.4486917751273722
40,1,5,1,0,3,B7,1,2.0481888613358024
41,1,5,1,0,4,B10,1,1.521657140183379
42,1,5,1,0,4,A8,1,1.664589405303559
43,1,5,1,0,4,B4,1,0.8496665101956751
44,1,5,1,0,4,A8,0,1.6324560516441124
45,1,5,1,0,4,B10,1,1.3767268040064664
46,1,5,1,0,4,B7,1,1.3606571084892494
47,1,5,1,0,4,B10,1,1.2966237459222612
48,1,5,1,0,4,A2,1,1.601670845037006
49,1,5,1,0,4,B4,0,1.375823611891974
50,1,6,1,0,4,B2,0,1.6960275546043704
51,1,6,1,0,4,B6,1,1.7119635221497447
52,1,6,1,0,4,A6,1,0.8325647244892025
53,1,6,1,0,4,A6,1,1.2169590016601433
54,1,6,1,0,4,A1,1,1.5688069683455979
55,1,6,1,0,4,A3,1,1.2167048279443406
56,1,6,1,0,5,B5,1,1.18481568631978
57,1,6,1,0,5,A9,0,1.264122715794656
58,1,6,1,0,5,B1,1,1.3442933925398393
59,1,6,1,0,5,A3,1,1.1687731590172916
60,1,7,1,0,2,A5,1,2.5285762800376688
61,1,7,1,0,2,A8,0,2.912200489328825
62,1,7,1,0,2,B7,1,1.8403457004060328
63,1,7,1,0,2,A9,1,2.2572657609598537
64,1,7,1,0,2,A5,1,2.449772466225113
65,1,7,1,0,2,B1,1,2.5128431684788666
66,1,7,1,0,2,B3,1,2.7844890640371887
67,1,7,1,0,2,B3,1,1.7277561019036511
68,1,7,1,0,2,B5,1,2.8643756820383715
69,1,7,1,0,2,B10,1,2.656657494877436
70,1,8,1,0,2,A7,1,1.2035732236108743
71,1,8,1,0,2,B2,1,1.7929199639584112
72,1,8,1,0,2,B3,1,2.9127894357916375
73,1,8,1,0,2,B5,1,1.6968166402257339
74,1,8,1,0,2,B2,1,1.5838868353421276
75,1,8,1,0,2,B1,1,1.6165985700463352
76,1,8,1,0,2,A7,1,2.9290293854392075
77,1,8,1,0,2,A9,1,3.136676029636874
78,1,8,1,0,2,A3,1,2.736699273551494
79,1,8,1,0,2,B1,1,1.5529552222615166
80,1,9,1,0,2,A2,0,2.9923675436475605
81,1,9,1,0,2,A7,1,2.768501175025449
82,1,9,1,0,2,A1,0,1.4719966673656018
83,1,9,1,0,2,B10,1,1.5057145315222442
84,1,9,1,0,2,A6,1,1.18447638554062
85,1,9,1,0,2,A1,0,2.560732273872418
86,1,9,1,0,2,A2,0,1.1831541992214625
87,1,9,1,0,2,B4,1,1.9665837029970135
88,1,9,1,0,2,B10,1,1.824959738220059
89,1,9,1,0,2,A1,1,2.1924348604406987
