,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,0,1,3,0,1,B1,0,2.8483080995993078
1,0,1,3,0,1,A8,0,3.0884424916857824
2,0,1,3,0,1,A2,0,4.433322113867689
3,0,1,3,0,1,A5,1,3.6645534828894597
4,0,1,3,0,1,B3,0,3.194378595071612
5,0,1,3,0,1,B4,1,1.4724389054845233
6,0,1,3,0,1,B1,0,2.7086794890565216
7,0,1,3,0,1,B5,1,2.10117834572884
8,0,1,3,0,1,A9,1,2.1923083773181133
9,0,1,3,0,1,B5,1,1.7125105088143755
10,0,2,3,0,1,A2,1,4.145494529377174
11,0,2,3,0,1,B5,1,3.648894027370261
12,0,2,3,0,1,B1,0,1.2641761466111348
13,0,2,3,0,1,B1,0,2.016249609456281
14,0,2,3,0,1,A1,0,1.4080128113200772
15,0,2,3,0,1,B1,0,1.4240988077654038
16,0,2,3,0,1,A1,0,2.272334458801197
17,0,2,3,0,1,A3,1,3.056628817324963
18,0,2,3,0,1,B2,1,3.120152323110233
19,0,2,3,0,1,B5,1,2.5765707377213403
20,0,3,3,0,1,B1,0,2.0338274426103453
21,0,3,3,0,1,A7,1,3.3153209094125486
22,0,3,3,0,1,B10,0,2.000116823313874
23,0,3,3,0,1,A2,1,1.632342850760324
24,0,3,3,0,2,A6,1,2.5675530044281913
25,0,3,3,0,2,A5,1,1.728518623054697
26,0,3,3,0,2,B6,1,1.8435618129624345
27,0,3,3,0,2,B7,1,1.4247179411322577
28,0,3,3,0,2,B1,1,0.9494538434737478
29,0,3,3,0,2,A1,1,1.632603665595525
30,0,4,3,0,2,B1,0,2.0322601386469614
31,0,4,3,0,2,B2,1,1.1527831569146656
32,0,4,3,0,2,B4,1,1.2966466879661311
33,0,4,3,0,2,A8,0,2.8160621487913886
34,0,4,3,0,2,B7,1,2.003782720716117
35,0,4,3,0,2,B1,1,0.9773172598142992
36,0,4,3,0,2,A7,1,1.6660084915747575
37,0,4,3,0,2,A6,1,2.176497987285984
38,0,4,3,0,3,A6,1,1.696809093500633
39,0,4,3,0,3,B1,1,1.3123155014254735
40,0,5,3,0,3,A8,1,1.2807137391173455
41,0,5,3,0,3,A7,0,2.095965369586338
42,0,5,3,0,3,A3,1,1.375643094215775
43,0,5,3,0,3,B6,1,0.9939351494758739
44,0,5,3,0,3,A3,1,1.05662489302631
45,0,5,3,0,3,A6,1,2.0331932157969277
46,0,5,3,0,3,A5,1,1.1995151983501273
47,0,5,3,0,3,B5,1,0.7365685642653261
48,0,5,3,0,3,A8,0,1.2320530565011723
49,0,5,3,0,3,B4,0,2.1796899503278837
50,0,6,3,0,3,B10,1,1.8085757970475242
51,0,6,3,0,3,A7,1,1.7933625039404433
52,0,6,3,0,3,B2,1,1.536598147431505
53,0,6,3,0,4,A3,1,1.2493426047403773
54,0,6,3,0,4,A8,1,0.9762788303814887
55,0,6,3,0,4,A9,1,1.1685229095965042
56,0,6,3,0,4,B5,1,0.8805486167620984
57,0,6,3,0,4,A7,1,0.8005557408687309
58,0,6,3,0,4,A2,1,1.2647889407235198
59,0,6,3,0,4,B6,1,0.7524157823172573
60,0,7,3,0,2,B3,1,2.369133892494574
61,0,7,3,0,2,B2,0,2.7243881492249784
62,0,7,3,0,2,A7,1,2.0004995932322345
63,0,7,3,0,2,B7,1,1.5045221488871903
64,0,7,3,0,2,A9,0,0.9442568663871498
65,0,7,3,0,2,A5,1,1.0568757461805944
66,0,7,3,0,2,A9,1,1.7126554059468617
67,0,7,3,0,2,A5,1,1.9672463054994296
68,0,7,3,0,2,B5,1,0.9603482964776049
69,0,7,3,0,2,B10,1,2.593347410493152
70,0,8,3,0,2,B10,1,0.928599222082994
71,0,8,3,0,2,B1,1,1.3613495960235014
72,0,8,3,0,2,A1,1,1.5354607049557671
73,0,8,3,0,2,A9,0,0.8491593702419777
74,0,8,3,0,2,A6,1,2.0487120003526798
75,0,8,3,0,2,A5,1,1.956409509479272
76,0,8,3,0,2,B3,1,1.809010488439526
77,0,8,3,0,2,B2,1,1.5206054285117716
78,0,8,3,0,2,B2,1,1.7158141633917694
79,0,8,3,0,2,B6,1,1.6644128119223751
80,0,9,3,0,2,A8,0,2.4796514620284142
81,0,9,3,0,2,B10,1,1.2646687968554033
82,0,9,3,0,2,B4,0,1.2161596524856577
83,0,9,3,0,2,A8,0,1.0257358434755588
84,0,9,3,0,2,A6,1,2.2273580875989865
85,0,9,3,0,2,A5,1,1.9857714036443213
86,0,9,3,0,2,A6,1,1.776573454546451
87,0,9,3,0,2,B3,1,2.800670451098995
88,0,9,3,0,2,A8,0,1.5717112502024975
89,0,9,3,0,2,B5,1,1.3204557014760212
