A08,space,3,7.04829134071
B03,space,3,2.27473454313
B07,space,3,1.67041508625
A10,return,4,1.87812393874
A02,return,4,1.52679261687
B09,space,4,2.60545660091
B02,return,3,3.36221735541
A05,return,5,3.69077923195
B08,space,4,1.53041203737
B12,return,4,2.37922380184
A05,return,5,1.2499320038
A09,return,3,2.31467435026
A02,return,5,2.22943503533
B10,space,2,4.53213933712
A06,return,4,1.12877560046
B05,space,3,4.3395550739
B03,space,2,5.84615923337
B08,space,3,4.08471466499
B08,space,3,2.09839058045
B01,space,3,1.67020649413
A07,return,3,1.00004799732
B04,space,2,3.92567901868
A03,return,4,0.935398626794
A01,return,4,0.787176565233
B05,space,2,3.85297726768
A12,return,3,1.4046726447
A12,return,4,0.990418648316
B02,return,3,1.89726188877
A11,return,4,0.95107654365
B01,space,2,0.926889818982
A06,return,5,0.82774516744
B11,space,3,2.27449304718
B05,space,3,1.15227315606
B05,space,3,1.34212791135
A09,return,4,1.20795487648
B02,return,4,3.07474691979
A04,return,4,1.28848019054
B04,space,2,5.36225539102
A06,return,4,1.85060245692
A04,return,4,1.68956058303
A09,return,3,1.50833206297
B06,space,3,1.88814903922
A08,return,3,1.27588255448
B06,space,3,1.37868979393
A01,return,5,0.688474153141
A02,return,5,0.805328909933
B09,space,3,3.15418731331
B06,space,3,1.00189363009
B11,return,4,1.39971231795
A10,return,4,0.799523649244
B10,return,4,2.0663353141
A03,return,5,1.09713480153
B11,space,3,3.11591473382
A06,return,5,1.1206688834
B12,return,4,1.51547883363
B04,return,3,1.45829108412
A08,return,4,1.38314056422
A08,return,3,0.776887932298
A02,return,4,0.787737741439
B09,return,3,0.83855633723
B01,space,3,1.86741148041
B04,return,4,1.42319115763
B11,return,3,2.19889092987
A12,return,5,1.59668214756
A05,return,5,0.934489394554
A10,return,5,0.796295754048
B12,return,5,0.796145120952
A11,return,5,1.02204042944
A09,return,5,0.970837855095
B07,space,3,4.15459242276
A12,return,4,1.44231612725
A01,return,5,0.848142216963
A10,return,4,1.02195439651
B10,space,3,3.37376599345
B12,return,4,0.900490085838
B03,return,3,1.21534495432
B07,return,3,0.930183219956
A11,return,4,1.00001931968
A01,return,5,0.608831808639
A07,return,5,0.953662059628
B08,space,3,2.4924995887
B10,space,2,1.30223851649
A03,return,5,1.15407592331
B01,space,3,1.85887158
B02,space,3,2.48363668746
A11,return,4,1.06034802585
A07,return,5,0.991149173555
B06,space,3,1.07202073243
A04,return,5,1.91475223271
B09,space,2,1.87655934687
A05,return,5,0.806321156402
A07,return,5,0.759180845749
B03,space,2,1.34704144825
B07,return,4,1.50885761852
A04,return,5,1.02059145376
A03,return,5,0.830472260417
