,RT,alienType,confidenceRating,response
0,7.48246633772942,A05,2,s
1,2.938938957369828,B01,1,s
2,1.779356020870182,A10,3,c
3,3.3517047349814675,B04,3,c
4,2.7865094326807593,B06,2,c
5,1.6009170808574709,A01,2,s
6,1.5341600544597895,B07,3,c
7,1.8945151742482267,A08,2,s
8,1.1828939364895632,B02,2,c
9,1.8424981548196229,B06,3,s
10,0.9005281214485876,B05,2,c
11,1.6753280194170657,A04,3,s
12,2.562082419550279,A05,4,s
13,1.1860276482657355,B03,2,c
14,1.4024795596305921,A06,3,s
15,2.4524649944069097,B03,3,c
16,1.0080653608783905,A11,3,s
17,1.3520699975997559,A12,3,s
18,1.620461951559264,B07,4,c
19,2.2260601294692606,A10,3,s
20,1.1352956891460053,A12,4,s
21,1.1128661493603431,B02,3,c
22,0.9756309458934993,A09,3,s
23,2.7648544911462523,B11,2,s
24,2.3540146437080693,A07,3,c
25,1.098878402262926,A02,2,s
26,0.9468506664525194,B08,3,c
27,1.8720451838926238,B06,3,s
28,1.1884646442376834,B09,2,c
29,1.2344587547559058,A07,3,s
30,1.866443081667967,A11,3,s
31,1.4675992435149965,A01,2,c
32,2.923990962015523,B12,1,s
33,0.9880070094186522,A03,1,c
34,1.8467967826691165,B06,2,c
35,1.304385415456636,B01,3,c
36,2.1603955703612883,B09,2,s
37,0.828026208349911,B10,3,c
38,0.8412363384995842,B04,3,c
39,0.8499941890040645,A06,3,s
40,0.9395807328473893,A03,4,c
41,0.8551857481143088,B01,3,c
42,0.8732523617545667,B12,3,s
43,1.3091812230850337,A08,3,c
44,0.7811874657563749,A02,2,s
45,1.1703615043370519,A08,1,s
46,1.129976439049642,A11,2,s
47,0.8851804502992309,B05,3,c
48,0.9116088610899169,A04,3,s
49,0.7735567975832964,B10,3,c
50,1.3475497972176527,B10,3,c
51,1.2095436179442913,B08,3,c
52,0.9339541791632655,A03,3,s
53,2.2963472228730097,B09,3,c
54,2.3251407845891663,A04,2,c
55,1.2175760749960318,A04,2,c
56,1.2095315431433846,B11,3,s
57,1.263932429435954,A05,3,s
58,0.4955596442159731,B10,3,c
59,0.788717309373169,A12,3,s
60,1.0815157493088918,B02,3,c
61,1.182337892070791,A09,3,s
62,1.4663519169516803,B05,3,c
63,0.7287254900511471,A10,3,s
64,0.937918636998802,A07,3,s
65,0.995113027649495,B11,2,s
66,1.5083230068630655,A01,3,s
67,1.2982970007724361,A08,2,c
68,0.8879015058773803,B03,3,c
69,1.327901385131554,A10,2,s
70,1.0235319687781157,B12,3,s
71,1.6374889251455897,A02,2,c
72,1.9974679150000156,A01,2,s
73,1.0094826402164472,A11,3,s
74,0.8495226681698114,B01,3,c
75,4.306682343776629,B11,1,s
76,1.319916925393045,B04,3,c
77,2.0610710043365543,A06,2,s
78,2.3110727400890028,B02,3,c
79,0.9046758143304032,B07,3,c
80,3.488250467522448,A05,3,s
81,1.3450654076659703,B12,2,s
82,0.9654869086552935,B08,3,c
83,0.8319010108098155,B08,3,c
84,0.8582292007849901,B04,3,c
85,1.1522453840298112,A09,3,s
86,1.2254334474891948,A12,3,s
87,2.549412032836699,A06,2,s
88,1.2403068809762772,B05,3,c
89,1.2306651553044503,B07,3,c
90,2.193033445681067,A07,3,s
91,1.1765908922825474,A02,2,s
92,4.387779097618477,A03,2,s
93,2.7514396931801457,A09,3,s
94,0.9002217234628915,B09,3,c
95,0.7866105591092492,B03,3,c
