,RT,alienType,confidenceRating,response
0,2.8672263889970964,A02,4,s
1,1.1371923444039567,B03,3,c
2,2.614809790401523,A03,2,s
3,1.3316347260886232,A08,3,s
4,1.8724332978940765,A02,4,s
5,2.9759743823342433,B07,2,s
6,1.2616298901746177,A01,3,c
7,2.005176420300586,A09,3,c
8,1.6855843879068289,B07,2,s
9,1.3744093211789732,A03,4,c
10,1.4679788234059288,B07,2,s
11,0.8119964476256882,A07,3,c
12,0.8988065374794587,B02,2,s
13,0.7308146734067122,A10,4,c
14,0.9255722045429593,B04,2,s
15,0.7423918877393589,A05,3,c
16,0.7151697973322371,B05,3,s
17,0.6544090434608734,B11,3,c
18,0.7279976478500885,A04,4,c
19,0.700378300088687,B12,4,c
20,0.6787643002082859,B03,3,c
21,0.7695798671422835,A11,3,c
22,0.6927425669707645,B11,3,c
23,0.583146930281373,A06,3,c
24,1.1183334872857813,B08,2,s
25,0.6107433361287349,A03,4,c
26,0.7215609316106111,B06,2,s
27,0.5483781576074307,B10,3,c
28,0.738341130565459,A04,3,c
29,0.8171444924012121,B02,2,s
30,0.7347570602232736,A08,3,c
31,0.5535515592350748,A06,4,c
32,0.6947219107958063,A01,3,c
33,0.7626444661386813,A12,2,s
34,0.6719399863675335,A10,3,c
35,1.009938678678509,A07,4,c
36,0.6279358858023443,B05,2,s
37,0.8063143996132567,B09,2,s
38,0.6115659244956078,B08,2,s
39,0.6047292340961121,B12,4,c
40,0.5547768385679319,B01,2,s
41,0.5611245039565347,A09,3,c
42,0.5659241938783452,B05,2,s
43,0.5571253660896218,B06,1,s
44,0.7179098467297536,B12,4,c
45,0.6075350905632604,A05,4,c
46,0.5655414261539136,A05,4,c
47,0.6659038480231629,B11,3,s
48,0.9303386890628644,B11,3,s
49,0.6055358234971209,A11,3,s
50,0.6143346512858443,B03,3,s
51,0.5014954505581954,A04,4,c
52,0.7367059154516937,A11,4,c
53,0.6126710606467896,B01,3,s
54,0.5495140842222099,B04,4,s
55,0.9211223788108782,B09,3,s
56,0.6234911918143098,A08,4,c
57,0.6419093226884343,A06,4,c
58,0.6975093533578729,B01,2,s
59,0.5822914383795705,A06,4,c
60,0.695095018767006,B02,1,s
61,0.6310801355020885,B01,2,s
62,0.5907078003112929,A10,1,s
63,1.8382489402949886,A01,4,c
64,1.022268448166642,B04,4,c
65,0.7282717433502057,B08,3,s
66,0.5834654002730986,A05,3,c
67,0.776303055440394,A01,3,c
68,0.5070796935683575,A10,4,c
69,1.1150491711630366,B03,4,s
70,0.5162836272613731,B10,4,s
71,0.6950497386733332,A09,4,c
72,0.5018425979424137,A02,4,s
73,0.8642379028192408,B09,4,s
74,0.6110572781110477,A08,3,s
75,1.7342478101038523,A11,4,c
76,1.028255985877422,A12,4,c
77,0.592625865076343,B02,3,s
78,0.935859841809588,A02,3,s
79,0.6470172191138772,A07,4,c
80,0.44901491647033254,A07,3,c
81,0.4034317481073231,A09,4,c
82,1.1178242371661327,B04,4,c
83,0.5838578277509896,B06,3,s
84,0.5682195927568046,A12,3,s
85,0.5106257286320215,B08,3,s
86,0.65861797909497,A12,4,c
87,0.6522434475177761,B10,3,c
88,0.6298162171563035,B09,3,s
89,0.630611335599724,B12,4,c
90,0.5418351840817195,B05,3,s
91,0.8038134291098231,A03,4,c
92,0.8469931301042379,A04,4,c
93,0.7945992319289417,B10,3,s
94,0.5414035138560394,B07,3,s
95,0.5805629462731758,B06,1,c
