,RT,alienType,confidenceRating,response
0,2.5701120695512145,A07,4,c
1,1.3317297954072274,B08,3,s
2,1.2789045107051606,A01,4,c
3,1.2633017123621357,B05,4,s
4,2.489281924728857,A09,2,c
5,2.865682265842679,A02,3,c
6,2.1224825858257645,B06,3,s
7,1.5896733002787187,B12,4,c
8,1.2996689986189267,B10,4,s
9,1.6316611197898965,A10,4,c
10,1.1032694121818167,B12,4,c
11,2.016061943897512,B06,4,s
12,1.0472566732323685,B02,3,s
13,0.6900915423334482,A10,4,c
14,1.6052483265034425,A06,4,c
15,1.1200540348809227,B02,3,s
16,2.217271540371712,A02,2,c
17,1.0916863260054015,B10,4,s
18,1.1688339483948766,A12,4,c
19,1.2055438580600821,A03,4,c
20,1.0012796305099982,A04,4,c
21,1.2384299697373535,B03,4,s
22,1.2716405925725667,B11,4,c
23,0.5400276211826167,A04,4,c
24,0.6388094213893964,A06,4,c
25,0.8812138226662682,A07,4,c
26,0.7779881817564274,A01,4,c
27,0.9284179703713562,A01,4,c
28,1.002006233632983,A08,4,s
29,0.9500086787866167,A12,4,c
30,0.9340068071874157,A05,4,c
31,0.9108282581296407,B04,4,s
32,1.0860048148397254,A11,4,c
33,0.793968318655061,B05,4,s
34,1.055988589282606,B06,4,s
35,0.9548678937717341,A06,4,c
36,3.8311630328962565,A03,2,c
37,4.979555797051944,B04,2,s
38,0.7987695744377561,A02,2,s
39,4.549125404695587,A03,3,c
40,0.9191438942852983,B01,4,s
41,1.3311906540784548,B09,4,s
42,0.8455812900447199,B07,4,s
43,4.436330156142503,A08,2,c
44,2.420797693706845,B10,3,s
45,3.407958221075205,B04,2,s
46,0.9651390492572318,A03,4,c
47,5.8918843532801475,B06,3,s
48,0.7943109420630208,A06,4,c
49,3.788315183348459,B04,4,c
50,0.6727333650296714,A11,4,c
51,1.6155261231479017,B05,4,s
52,4.883082705065135,A08,3,s
53,1.2790762752156297,A11,4,c
54,1.0534848724973926,B07,3,s
55,2.216689835253419,A02,4,c
56,1.0483358615019824,A09,4,c
57,0.9666831186277705,B12,4,c
58,1.4971024926981045,B05,4,s
59,1.3606795112709733,B11,4,c
60,0.8182812983459371,A09,4,c
61,3.633072667858869,B11,3,c
62,3.21587870829444,B03,2,c
63,3.3998572150903783,B11,3,c
64,1.599872610503553,B02,3,s
65,0.8586670892855182,B08,3,s
66,1.1638467401726302,A09,4,c
67,1.272645218742582,B01,3,s
68,0.9058588602865711,B01,3,s
69,0.7842809813828353,B07,4,s
70,0.5930433863877624,B07,4,s
71,0.9442553223598225,A11,4,c
72,2.2546362078983293,B09,3,c
73,0.8750414695068685,B01,4,s
74,2.2330367452286737,B03,4,c
75,1.9622223731576014,B10,4,s
76,0.8754495988887356,A12,4,c
77,1.3558263337035896,A10,4,c
78,3.1498127646091234,B09,2,c
79,3.461423170096168,B08,3,s
80,0.8506421547535865,A05,4,c
81,1.0145948515919372,A04,4,c
82,0.7030155388019921,A07,4,c
83,1.6038274204383924,A08,4,s
84,1.4981958688977102,A01,4,c
85,1.2950047921995065,B02,3,s
86,1.0520983797086956,B12,4,c
87,0.7998077082720556,B08,4,s
88,0.9090164293211274,B03,4,s
89,0.7289866950432042,A05,4,c
90,0.7466074999811099,A07,4,c
91,0.7618006595885163,B09,4,s
92,0.9946158316161018,A10,4,c
93,0.6785999230223752,A12,4,c
94,0.9210070411372726,A04,4,c
95,0.6577877395156975,A05,4,c
