,RT,alienType,confidenceRating,response
0,2.804909207374749,B11,2,s
1,2.882178479639151,A02,2,s
2,2.7569545695764646,A09,2,s
3,2.4337286587374365,B04,2,s
4,2.71493645391638,A06,1,s
5,1.1625576491055654,B01,1,s
6,2.5417618303304153,B10,1,s
7,6.452465561470035,B03,1,s
8,1.9629189238789877,A06,1,s
9,0.9401255284938088,A12,1,s
10,3.6373010166284985,A07,1,c
11,0.8125216967114284,A11,1,c
12,0.9245446482855186,B10,1,c
13,2.238500516495151,B06,1,s
14,2.2541200357168236,B09,1,c
15,2.6609058312910747,B05,1,c
16,1.1033285698676991,A04,1,s
17,1.6857066441593815,B12,1,s
18,1.2345176794615327,A10,1,s
19,1.2245189291920724,A12,1,s
20,1.1881128283334874,B02,1,s
21,1.786897993608818,B03,1,c
22,1.2624965511658957,A03,1,c
23,1.6040823324919984,B12,1,c
24,1.8445003100177928,A10,1,c
25,2.0280609796077442,B01,1,s
26,2.2504943076887685,B09,1,s
27,0.8368594451558238,A04,1,c
28,1.0228803331647214,A05,1,s
29,1.0612730226634994,A12,1,c
30,1.322060401229919,B09,1,s
31,0.6213102006390727,B04,1,c
32,0.7816823305602156,B04,1,s
33,0.3748914032421453,B08,1,c
34,0.3420938239764837,B05,1,s
35,0.42165728764985033,A03,1,c
36,0.32483939150779406,A09,1,s
37,0.8512850792435529,A07,1,s
38,0.6856888339893885,B03,1,c
39,0.9384254119131583,A01,1,s
40,0.5904672120805117,A03,1,s
41,1.330857417815423,B06,1,c
42,0.5784350837411694,A11,1,s
43,0.6444447060625862,A11,1,s
44,0.7253037841478545,A08,1,s
45,0.6560656911524347,B05,1,s
46,0.5948349299096662,A08,1,s
47,1.3559942089777905,A07,1,c
48,1.0224516816124378,B11,1,c
49,1.6364482415324346,A06,1,c
50,0.6684235342981992,B12,1,c
51,0.49363905245081696,B12,1,c
52,0.7132429784155647,B06,1,s
53,1.0436237477788382,A10,1,c
54,0.6280216161130738,B10,1,s
55,0.5796226296629357,B01,1,s
56,1.1280297665298349,B11,1,c
57,0.5888241484171886,A02,1,c
58,0.6108230290933534,B03,1,c
59,0.7124152583051,A11,1,s
60,1.9375819947031232,B07,1,s
61,1.345584617325585,B09,1,c
62,0.6248037107943674,A05,1,s
63,0.6435934403029933,A05,1,s
64,0.866789587027597,B11,1,c
65,1.9631715868017636,B07,1,s
66,0.5479748629072674,B04,1,c
67,1.237168678008402,B02,1,c
68,1.0512359352483145,B02,1,c
69,0.35115648377768593,A04,1,s
70,0.8356009604208339,A01,1,c
71,1.006367588629928,A10,1,c
72,1.1499580102599793,B02,1,s
73,1.0667778745764736,A05,1,c
74,0.663584299761169,A07,1,c
75,0.9288018826860025,B08,1,s
76,1.0083771191839332,B06,1,s
77,2.29074378289215,B07,1,c
78,4.637088803923234,A04,1,s
79,3.005512700462532,A02,1,s
80,2.192720832525538,A01,1,s
81,2.510695459976432,A12,1,c
82,1.5939797398746123,B01,1,s
83,0.9291414833878662,B07,1,c
84,1.11359839696388,A08,1,s
85,0.9887358220480564,A01,1,c
86,0.7663263414833636,B05,1,c
87,0.559942391646473,B08,1,c
88,0.6054663940199134,A08,1,c
89,0.49230751583172605,A02,1,c
90,0.832704845633998,B10,1,c
91,1.2059281302276759,A09,1,s
92,0.7867087228173659,B08,1,c
93,0.5671108341980471,A09,1,s
94,1.4915262832832923,A03,1,c
95,2.224277435359909,A06,1,s
