,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,0,1,3,0,1,B4,0,6.28924470992672
1,0,1,3,0,1,B5,1,1.5372126902593664
2,0,1,3,0,1,A8,0,1.2961933930910163
3,0,1,3,0,1,A2,0,3.760165230080247
4,0,1,3,0,1,B5,0,1.840433855744891
5,0,1,3,0,1,B4,1,3.0244370627829085
6,0,1,3,0,1,B1,1,2.544430337179733
7,0,1,3,0,1,A3,0,3.68006595196573
8,0,1,3,0,1,B10,0,2.928082532932308
9,0,1,3,0,1,B3,1,2.9928925346407595
10,0,2,3,0,1,A6,1,2.0969111731347994
11,0,2,3,0,1,B4,0,3.552222437554178
12,0,2,3,0,1,B1,0,2.9921303197317
13,0,2,3,0,1,A3,1,3.616732383175872
14,0,2,3,0,1,B3,1,3.777488790158145
15,0,2,3,0,1,A9,1,3.376387155667544
16,0,2,3,0,1,B2,1,2.8486374012364877
17,0,2,3,0,1,B3,0,0.9128838167133608
18,0,2,3,0,1,B4,1,2.688469031736531
19,0,2,3,0,1,A2,1,3.3337571550094935
20,0,3,3,0,1,A7,1,1.9528561777443656
21,0,3,3,0,2,B1,0,0.7202248669822211
22,0,3,3,0,2,B1,1,1.9376194262467834
23,0,3,3,0,2,B4,0,2.160271306246159
24,0,3,3,0,2,B3,1,2.128548676402488
25,0,3,3,0,2,A9,1,1.0884664356777876
26,0,3,3,0,2,B5,1,1.6644428103362543
27,0,3,3,0,2,B3,1,2.287688584043167
28,0,3,3,0,2,A7,1,0.8805976006379979
29,0,3,3,0,2,A8,0,1.48828211551006
30,0,4,3,0,2,A2,0,1.8241121932046553
31,0,4,3,0,2,A8,0,2.225034820392011
32,0,4,3,0,2,B5,1,1.8558444828016718
33,0,4,3,0,2,A6,1,2.9925118799872052
34,0,4,3,0,2,A1,0,0.960057221963666
35,0,4,3,0,2,B2,0,0.49618801985320715
36,0,4,3,0,2,B3,1,0.25693525006988693
37,0,4,3,0,2,A9,1,2.0803597895865096
38,0,4,3,0,2,B6,1,2.6404494924704522
39,0,4,3,0,2,A6,1,1.6163402575650707
40,0,5,3,0,3,A3,1,2.224999501919001
41,0,5,3,0,3,B5,1,1.0726075356944875
42,0,5,3,0,3,A6,1,2.1133581106005295
43,0,5,3,0,3,B1,1,1.6966921986020225
44,0,5,3,0,3,A3,1,1.4723670682105876
45,0,5,3,0,3,B2,1,1.6005559188026837
46,0,5,3,0,3,B2,1,1.2811377619680115
47,0,5,3,0,3,A1,1,0.848663663690786
48,0,5,3,0,3,B3,1,1.648720656235355
49,0,5,3,0,3,A3,1,0.9933178656533528
50,0,6,3,0,3,A1,1,1.7928148943735778
51,0,6,3,0,3,A5,1,1.1206337160408566
52,0,6,3,1,4,A8,0,1.6960247700224045
53,0,6,3,0,4,B3,1,0.9608840364726348
54,0,6,3,0,4,A2,0,1.5844407334891457
55,0,6,3,0,4,A1,0,1.7601190443847372
56,0,6,3,0,4,A8,1,1.072875895715697
57,0,6,3,0,4,A5,1,1.5047519948900572
58,0,6,3,0,4,B10,1,0.7525648154353348
59,0,6,3,0,4,A9,1,1.4245090279450778
60,0,7,3,0,2,B10,1,2.8004995299925213
61,0,7,3,0,2,B3,1,1.8878695836706356
62,0,7,3,0,2,B3,1,2.1762578960936025
63,0,7,3,0,2,A7,1,1.9369254333455501
64,0,7,3,0,2,A9,1,2.2554225930762186
65,0,7,3,0,2,A9,1,2.112756790957519
66,0,7,3,0,2,A5,1,1.104517323258051
67,0,7,3,0,2,A8,0,1.6165074920443203
68,0,7,3,0,2,B2,1,2.6243862283311046
69,0,7,3,0,2,A1,0,2.447210051939237
70,0,8,3,0,2,B2,0,2.175964179219818
71,0,8,3,0,2,B1,0,1.2799471973735308
72,0,8,3,0,2,B2,1,0.8484768078378693
73,0,8,3,0,2,A2,0,2.5930155757484954
74,0,8,3,0,2,A6,1,2.0810003519770817
75,0,8,3,0,2,B1,1,1.90371671082994
76,0,8,3,0,2,A6,1,1.8404966441412398
77,0,8,3,0,2,B2,1,1.7291628555922216
78,0,8,3,0,2,A6,1,1.3286423156362162
79,0,8,3,0,2,B10,0,0.8963994477037431
80,0,9,3,0,2,A8,1,1.9048076592182497
81,0,9,3,0,2,B2,1,1.6166554070168786
82,0,9,3,0,2,B3,1,2.1605746828734027
83,0,9,3,0,2,A9,0,2.1600904877388984
84,0,9,3,0,2,A2,0,2.0001153133050593
85,0,9,3,0,2,A2,1,1.808375851341225
86,0,9,3,0,2,A5,1,1.6011424469484155
87,0,9,3,0,2,B7,0,1.0245879964284086
88,0,9,3,0,2,B4,1,2.080788441139248
89,0,9,3,0,2,B4,0,1.7932021901076496
