,RT,alienType,confidenceRating,response
0,2.4572818540930257,A10,2,s
1,0.9017757041506229,B10,4,s
2,0.8469273230348335,B06,4,s
3,1.7017566261379216,B08,2,s
4,1.0473632797759365,A04,3,c
5,0.661433193448147,A02,4,c
6,0.7056872401301462,B10,2,s
7,0.87296337685666,B03,4,s
8,0.7489110137489661,B12,4,c
9,0.7189597411670547,A07,4,c
10,0.6345027068441595,B04,2,c
11,1.3257395597688628,B05,3,s
12,0.7117354531662841,B07,3,s
13,0.8220951159682954,B05,4,s
14,0.7912780879967158,B07,4,s
15,1.05743176138958,B10,3,s
16,0.7182044692056024,B01,4,s
17,0.6650323571548142,B05,4,s
18,0.9437252959355646,A12,4,c
19,0.6517109536168846,A04,4,c
20,0.7149412837932232,B01,2,s
21,0.6817370892867984,B12,4,c
22,0.7105047402219498,A09,3,c
23,0.5217576887107498,B01,4,s
24,1.204552219117204,A04,1,s
25,1.1169536519000758,B11,3,s
26,0.6845003824657852,B03,4,s
27,0.8445241575336695,A11,2,s
28,1.7889220137928987,A03,2,c
29,1.937678290368467,A10,2,c
30,5.322412378490753,A06,3,c
31,1.132919111037154,A10,3,s
32,0.6800602164871634,A07,2,s
33,0.7076810735850358,A11,4,s
34,0.6440827671810894,A08,4,s
35,0.5389291076742211,B08,4,s
36,0.7073230589780906,B08,4,s
37,1.0420821115255876,A03,2,c
38,0.6792874362229213,B03,4,s
39,0.4557142572525663,B02,3,s
40,0.5233446050579005,B07,4,s
41,0.6976823233155756,B06,4,s
42,0.7288495173443152,A03,2,s
43,0.8652500638449965,B08,3,s
44,0.9424474916941108,A05,3,c
45,0.7216122490501675,A07,3,c
46,0.6932611749762145,B04,2,s
47,0.8756720320559452,A06,4,c
48,0.8376418851732979,B05,3,s
49,0.8520032215276387,A01,3,c
50,0.7891701487058072,A05,1,c
51,2.796777204431237,A05,3,c
52,2.1431819951858415,A03,3,c
53,1.4631652475884493,B11,1,c
54,0.8683454110434923,B02,3,s
55,0.8643450657075391,B09,3,s
56,0.9019993878132482,A12,2,c
57,0.823556455522521,A01,2,c
58,0.750771723728576,A09,2,s
59,0.8599785553476522,A02,2,s
60,0.6451634520817606,B06,4,s
61,1.2139146331376196,B11,2,c
62,0.8207318832835426,B03,3,s
63,0.7371499622363444,A05,2,s
64,0.7627141974828646,B11,2,s
65,0.7599352072047623,B02,3,s
66,0.8371045613960177,A01,2,c
67,1.0626960250720003,A02,4,s
68,1.0027240504309702,B01,4,s
69,1.6106962448311606,A11,3,s
70,0.8283030168013283,A06,3,c
71,0.5375405181371207,B02,4,s
72,0.6026913280168174,A08,4,s
73,0.8326734514359941,A10,2,c
74,0.8626835881395891,A04,2,c
75,1.4226818252343492,A09,4,c
76,1.0026657900441478,A07,2,c
77,0.6547054771406238,B06,4,s
78,0.6078946145062218,B09,4,s
79,0.7778751802902661,A08,4,s
80,0.673512111217633,A12,2,c
81,0.6050890599067316,A12,3,c
82,0.6906931899341089,B04,4,s
83,0.68231033527195,A08,4,s
84,0.6586771450840843,B12,1,s
85,1.270676249141843,B10,3,s
86,0.6414664833728239,B12,4,c
87,1.268251349195907,A02,2,s
88,0.8446596959470298,A06,3,c
89,0.777060742339927,B09,4,s
90,0.630289846935284,B04,4,s
91,0.6526871924349962,B07,4,s
92,0.9646392655690761,A01,2,c
93,0.9678484167361603,A09,2,s
94,0.7482227563261858,B09,4,s
95,0.9550338483793439,A11,2,s
