,RT,alienType,confidenceRating,response
0,5.398551326188681,A10,3,s
1,2.9037590353455016,B04,4,c
2,2.052554347908881,B01,5,c
3,2.5561600333257957,B11,3,c
4,8.866938752098577,B01,2,c
5,2.0373506687174086,A09,3,s
6,2.1577508878744993,A02,4,s
7,1.1809471772885445,A01,4,s
8,1.467740820511608,A11,5,s
9,2.755745867778387,A11,4,s
10,3.1317224547474325,B06,3,c
11,1.416133136714052,A06,5,s
12,2.071746936397176,A07,3,s
13,3.156516239847406,B01,2,s
14,3.2529084413399687,B04,3,s
15,2.4857289479678,B03,2,s
16,3.4204915348127543,A01,3,s
17,3.667670786688177,A10,1,c
18,5.90444699692307,B09,1,c
19,3.0892780327740184,B11,3,s
20,9.608017363558247,B02,2,s
21,4.847244455781038,B07,1,s
22,2.6092945752461674,B07,1,s
23,1.586478641947906,A02,3,s
24,3.605263706025653,B12,2,s
25,1.5168659259779815,A05,3,s
26,6.231650156896649,A07,3,s
27,2.345241397839345,B05,2,c
28,15.331525635549042,A04,2,s
29,1.1488055761419673,A05,3,s
30,2.302813880583926,A12,1,s
31,1.5227849916318519,B08,3,c
32,3.6756000042259984,A12,2,s
33,2.300015546301438,A01,4,s
34,1.3984227295986784,B07,1,s
35,1.226401544367036,A06,4,s
36,1.6215981899877079,A01,3,s
37,2.006390284619556,B10,4,c
38,1.7399985208376165,B03,2,c
39,2.9519839646691253,B08,3,c
40,2.9267711840984703,B11,2,s
41,5.704360058382008,B10,2,c
42,1.6683629744438804,B05,3,c
43,2.048739013822342,B02,2,s
44,31.68720931812095,B05,3,c
45,3.9063113456304563,A04,3,c
46,3.570745784763858,B02,3,c
47,2.3228037075678003,B01,3,s
48,1.173113350650965,A05,4,s
49,2.451028999135815,A07,4,s
50,1.1175514725964604,B08,3,c
51,1.53469436423984,A02,3,s
52,4.632684061418331,B12,1,s
53,1.7171022901366086,B11,2,s
54,5.618661297407016,A08,2,c
55,4.366247922758703,A12,1,s
56,2.211501244457395,B06,4,c
57,1.0570953773149085,B03,1,s
58,6.273872402598499,B08,2,c
59,1.414283579633775,A09,4,s
60,1.1747377127612708,A11,4,s
61,1.8470959357746324,B10,3,c
62,0.9422338676940853,A06,5,s
63,1.340276241175161,B06,4,c
64,2.243449346980924,A04,3,s
65,2.3970389578244067,A09,3,s
66,1.340629730868386,A10,4,s
67,1.1258592350313847,B03,2,s
68,1.9334213787296903,B09,2,s
69,1.4346441028956178,B09,2,s
70,0.8162439229818119,A05,4,s
71,5.464602580686915,A08,2,s
72,2.3498340470050607,A02,3,s
73,1.4014281466552347,B12,4,s
74,0.8166254865773226,A06,5,s
75,1.9301937854033895,A03,2,c
76,1.0618205473820126,B09,2,c
77,3.0605997853708686,A11,2,c
78,1.580248952133843,A03,2,s
79,0.9722119670313987,B12,3,s
80,5.025351036998472,A09,3,s
81,2.6029921347799245,A12,1,s
82,5.369370465348766,A08,2,s
83,1.943764650124649,B05,3,c
84,11.200077278703247,A08,2,c
85,12.99085032232324,A03,2,c
86,1.9101698471185955,A07,4,s
87,1.4437581599213445,A04,3,s
88,3.1506300780183665,A03,2,c
89,10.41282917029639,B02,3,c
90,3.4945172873376578,B07,3,c
91,6.856473223382636,B04,3,c
92,1.2269062708965066,B10,4,c
93,1.2865023387366818,A10,3,s
94,0.9797351695087855,B06,3,c
95,2.8769125346952933,B04,2,s
