A11,return,4,2.41076860613
A03,return,5,0.961527280741
B10,space,5,0.755562330858
B03,space,4,1.46716455081
B04,space,5,1.15735724948
B08,space,5,1.20635285275
A10,return,5,0.971160554052
B07,space,5,0.672762124983
B05,space,5,0.903877066488
B02,space,5,0.917154815505
B10,return,3,1.50754448431
A03,return,5,0.467058896334
B01,space,5,1.06153769525
B10,return,3,1.57313750025
B09,return,3,2.88191602884
B04,return,4,0.72428468146
A09,return,5,0.733539711745
A08,return,4,1.62789549867
A02,return,3,0.881884030628
A09,return,5,0.751911817755
A01,return,5,0.581504429187
B03,space,5,0.664326067827
A01,return,5,0.93274881252
B06,space,2,2.24069538758
B04,return,3,1.39151594552
B01,return,4,0.670706994478
A11,return,5,1.06670570851
B11,return,5,0.954691737971
A07,return,5,1.66025504991
B11,return,3,1.48110460246
A07,return,5,0.61710636538
A04,return,5,1.0570784726
B08,space,5,0.481877993229
B05,space,5,0.489407233105
A12,return,5,0.591882717494
A05,return,5,0.506983006232
B11,space,4,0.704742527587
A06,return,5,0.693855588443
B02,space,5,1.11066249885
B07,space,5,0.605449054166
B12,return,5,0.494285451228
A04,return,5,0.477061960313
B04,space,4,0.867042897226
B05,space,5,0.723827046641
A10,return,5,0.532975818709
B12,return,5,0.475449672999
B12,return,5,0.528228612137
B09,space,5,0.445827176444
A11,return,3,0.753854652646
B08,space,4,1.0138612636
B06,space,4,1.00143599527
B06,space,4,0.562274106956
B10,space,5,0.722634660404
B02,space,5,0.575438051007
A02,space,3,1.08745745521
B07,space,5,0.691834569239
A05,return,5,0.558605481656
A12,return,5,0.942230245255
A01,return,5,0.501419543361
A04,return,5,0.418606357079
B09,space,5,0.61380511579
A10,return,5,0.902585063174
A08,space,4,0.644611244353
A08,space,3,0.887816680426
A02,return,4,1.43500332812
A07,return,5,0.985394325147
A06,return,5,0.426996831875
B01,space,5,0.609391777365
A07,return,5,0.557000439221
A06,return,5,0.482601877329
A02,space,3,0.791368029257
B03,space,4,0.68214846869
A03,return,5,0.735382023947
A12,return,5,0.547324904119
A01,return,5,0.664603486296
A05,return,5,0.521776444183
A06,return,5,0.510570730389
B01,space,5,0.466608204523
A04,return,5,0.671667242736
A09,return,4,0.674567005314
A09,return,4,0.589358481111
A05,return,5,0.670981696117
B06,space,5,0.534953670512
B02,space,5,0.694137534961
B11,space,5,0.680538898205
A11,return,3,1.16453088658
A03,return,5,1.2361721685
B05,space,5,0.528931063473
B12,return,5,0.672557457168
B08,space,5,0.640132400153
A12,return,5,0.538535961011
A08,space,5,0.648141613223
B09,space,5,0.601727903499
A10,return,5,0.538156510504
B03,space,5,0.615713235638
B07,space,5,0.713724063713
