,RT,alienType,confidenceRating,response
0,1.456851164537511,A03,4,c
1,1.6576487049023854,A10,2,c
2,1.7960107888320636,B01,2,c
3,0.8515053498922498,A01,3,c
4,6.375157311969815,B02,2,s
5,0.813220695599739,A01,4,c
6,2.9131918670209416,B04,2,c
7,0.9075909722778306,B06,2,c
8,1.3251860650780145,B10,2,s
9,0.9867639090334706,A09,2,c
10,0.8611706214142032,A11,2,c
11,1.9983880145555304,A11,2,c
12,1.7592016747767047,B10,2,s
13,1.6599474444446969,A04,4,c
14,1.3171913417645555,B07,4,s
15,1.5091727707258542,B09,2,s
16,0.8163779532296758,A10,3,c
17,0.8355823146484909,A06,4,c
18,1.163534715797141,B07,2,s
19,0.699166084308672,A02,3,c
20,1.9275309907243354,A04,4,c
21,1.5667360464394733,A07,4,c
22,1.2163622559965006,B03,4,c
23,0.6335184299132379,B06,4,c
24,0.6151206649592496,B03,3,c
25,0.6763537734477723,A07,3,c
26,0.8135572805731499,A05,4,c
27,0.7499342678238463,B03,2,c
28,3.164320181364019,A05,3,c
29,0.714799626282911,B07,3,s
30,1.7886865186374052,B03,2,c
31,0.921915606220864,B05,2,c
32,0.7739238714202656,B01,2,c
33,0.8359282575911493,A12,3,c
34,2.221499780389422,B10,2,c
35,0.7039018198229314,A03,4,c
36,1.423095464855578,A09,3,c
37,1.5290312842917047,A01,4,c
38,1.0490885792023619,B04,3,c
39,1.5902858255467436,B04,3,c
40,2.6382381663206615,B06,2,c
41,0.6627563441725215,A02,3,c
42,0.6438562676521542,A03,3,c
43,0.5566735140855599,A01,4,c
44,0.5574773937187274,A09,3,c
45,0.5491158984332287,B06,3,c
46,0.5695017787693359,A12,3,c
47,0.5799120652882266,B01,2,c
48,1.8338797682226868,B11,2,c
49,0.8278635004535317,B12,2,s
50,0.7474275398963073,A08,3,c
51,1.4747067710959527,A05,4,c
52,0.7714400856093562,A06,4,c
53,1.0726540555442625,A07,3,c
54,0.6026975097229297,B02,3,c
55,1.5102450127342308,B11,2,c
56,1.503464108420303,A02,3,c
57,0.7394488156860461,A11,3,c
58,2.033033928670193,A07,3,c
59,1.0578376754820056,A08,3,c
60,0.8074287171875767,B11,2,c
61,0.9134348723164294,B11,2,s
62,1.0690464079743833,B05,3,c
63,0.8385608652824885,A08,3,c
64,0.6798210515044047,A11,3,c
65,0.9162241505000566,B08,2,c
66,0.7030402830350795,A10,2,c
67,1.2186018290303764,B05,3,c
68,1.6342030709201936,A12,3,c
69,0.6845963319756265,A08,3,c
70,0.6150325189410069,A06,4,c
71,1.5330210991996864,B12,1,c
72,1.8653892537331558,A04,4,c
73,1.529776299285004,B09,1,s
74,1.1613844962630537,B04,2,c
75,1.1073817764154228,B05,2,c
76,0.990600072149391,B09,1,s
77,1.9141653975530062,B01,2,c
78,0.8533986781112617,A04,4,c
79,0.844952055507747,B12,1,s
80,1.1185781322383264,B02,2,c
81,0.6146002411915106,B12,1,s
82,0.9461720628423791,A10,2,c
83,0.5713914845509862,A12,2,c
84,1.4261534072829818,B10,1,s
85,1.089772495724901,B08,1,s
86,0.8977315983865992,B08,1,s
87,1.0253754884615773,B02,1,c
88,0.7945488327422936,A06,4,c
89,0.7493486401508562,A03,4,c
90,0.9113395931090054,B08,1,s
91,0.9097695675845898,B07,4,s
92,0.6761466906755231,A02,4,c
93,0.806130072734959,A09,2,c
94,0.8753506596622174,B09,2,s
95,0.5713220544676005,A05,4,c
