,RT,alienType,confidenceRating,response
0,4.387516734964947,B04,4,s
1,2.2803616412718384,B12,3,c
2,1.5103235300778124,B09,4,s
3,2.248694785935868,A04,4,c
4,1.569512855924586,A12,4,c
5,1.7911189597532484,B06,3,s
6,4.340276060887163,A09,2,s
7,1.5107289426218813,A06,4,c
8,5.447470397790312,A09,2,c
9,1.6950905235196387,B12,4,c
10,1.3018735613966328,B07,4,s
11,5.305451032775636,B02,3,c
12,1.3762841208390455,A06,4,c
13,1.1026711041679391,B07,4,s
14,1.1706575501673342,B03,4,s
15,1.3726755567629425,B05,4,s
16,2.034272604466196,B10,4,s
17,1.1918488834551226,A04,4,c
18,1.410281419094872,B09,4,s
19,2.577857169809704,B10,2,s
20,1.1610154935212904,A03,4,c
21,2.7718420913611226,B02,2,c
22,1.3374100990890838,B05,3,s
23,1.0926369172948398,B12,4,c
24,3.294220531745623,B11,2,c
25,1.0562276709911202,A02,4,c
26,1.2846479053935127,A03,4,c
27,1.5070286098093675,B01,3,s
28,1.1134373278393923,A02,4,c
29,1.630607892413309,A08,4,s
30,0.9326209181401737,A10,4,c
31,0.9994225210741661,A08,2,s
32,0.8102270823426352,A01,4,c
33,0.9006494751222363,B05,3,s
34,0.7470162331046595,A05,4,c
35,1.440980778374069,A04,4,c
36,1.208979752012965,A07,4,c
37,1.274998301976666,A05,4,c
38,2.5864248681202753,A11,2,s
39,1.9481687759891884,A10,3,s
40,1.2977693253942562,B11,3,s
41,1.4313486834657851,A09,2,s
42,1.2437803285863538,B04,4,s
43,2.629730051997285,A08,3,s
44,1.0584998528379401,B03,3,s
45,0.8593755801580301,A05,4,c
46,3.6145450429032735,B11,2,s
47,1.3110081731531409,B08,4,s
48,0.7173480646306416,A06,4,c
49,0.886176881221445,B10,3,s
50,0.8385317002118882,A05,4,c
51,2.809081180616886,A08,3,c
52,1.0101682175281894,B08,4,s
53,3.2353958658786723,A04,4,c
54,0.7622419947626895,B08,4,s
55,0.6517442852075419,A06,4,c
56,1.236585538877307,A10,4,c
57,0.7445372697291077,B05,4,s
58,0.8793660712265137,A11,4,c
59,1.1520970212893644,B08,3,s
60,0.9297926901974733,B06,4,s
61,1.1360927347234338,A07,4,c
62,1.3549451727078576,A12,3,c
63,0.8869548023876632,B04,4,s
64,3.223721916577915,B02,2,c
65,4.239687563675943,B06,2,s
66,4.0780680265950195,B03,2,c
67,1.287700121502894,A07,4,c
68,7.817247088833028,B02,2,c
69,0.8552960975646329,A01,4,c
70,0.7689525836372013,B10,3,s
71,0.8253426611424857,B07,3,s
72,1.0092683405405296,A12,4,c
73,1.2581194955739647,A11,4,c
74,1.2301076924238714,A02,4,c
75,0.7449450972401337,A07,4,c
76,0.7393650146784694,B12,4,c
77,0.826069264265243,B06,4,s
78,0.8676528787159441,B01,4,s
79,3.398130513859769,B01,3,s
80,1.1080990438240406,B04,4,s
81,0.9200703359069848,A03,4,c
82,0.9372341083867468,B09,3,s
83,0.9553013803044905,A02,4,c
84,2.0236757303387094,A03,4,c
85,1.4240908027500154,B07,4,s
86,1.0332420174029266,A12,4,c
87,2.1196314156989047,A09,4,c
88,3.6148888737952802,B11,2,s
89,2.1000393941453694,B03,4,s
90,4.227205204253323,A01,4,c
91,2.231166655346442,A01,4,c
92,1.4812808379933813,A10,4,c
93,0.860944704808162,B01,4,s
94,0.6724610775279416,A11,4,c
95,0.875215648984522,B09,3,s
