,RT,alienType,confidenceRating,response
0,3.290114875910149,A05,4,s
1,2.702892651171169,A08,3,s
2,5.253618719445512,A07,2,s
3,3.930081006306864,A03,3,s
4,7.022745158412363,B02,2,c
5,1.3224745336519845,A06,4,s
6,2.2656874065150987,A12,3,c
7,3.07602578557362,A04,2,s
8,2.5776611560650053,A04,1,c
9,1.2772568037298697,A12,4,c
10,3.1356217954808017,B06,2,c
11,2.4524387170004047,B03,2,c
12,1.8944382309919092,A10,1,s
13,1.0524423394172118,A06,3,s
14,2.679254265018244,A09,1,s
15,1.6564432993582159,B03,1,s
16,2.5015949201633703,A02,2,c
17,2.7424092999526692,B03,2,s
18,1.1148475339641664,A11,3,c
19,1.169221225554793,B02,2,c
20,3.595582160198319,A10,1,c
21,0.9799891629345439,B01,1,s
22,0.9560069490044043,A10,2,s
23,2.1427881444315062,A03,3,s
24,2.7963609799244296,B06,3,c
25,2.7915655031165443,A08,2,s
26,2.1635790086947964,A09,1,s
27,1.7759872973892925,B04,3,s
28,1.5879593866648065,B10,3,s
29,2.352757942527205,B11,1,c
30,3.461131612986719,B11,1,c
31,4.197118367014809,B03,2,s
32,2.5643327733678234,A12,2,c
33,2.417139165727349,B12,2,c
34,3.5019200321185053,B02,3,c
35,1.56112602842677,B09,1,c
36,5.501438854350454,B02,1,s
37,2.0623197658705976,A03,4,s
38,1.519917408884794,A08,4,s
39,0.7507354261852015,B10,4,s
40,1.6391263333134702,B08,3,s
41,3.4130615312860755,B04,3,s
42,2.2634964477665562,B01,2,c
43,2.2262413948728863,B07,2,c
44,1.8314926925277177,B06,2,c
45,0.8015165853885264,A11,3,c
46,4.1850496799443135,B11,1,s
47,4.565379048239265,B09,1,s
48,1.5502663231409315,A02,1,c
49,3.79781296553665,B09,1,c
50,1.6026715327807324,A11,2,c
51,1.2174700131772624,A07,4,c
52,4.425791611387467,A04,2,s
53,2.3766544259142393,A06,1,s
54,1.6354510890651,A07,2,c
55,7.010556931571045,B05,2,c
56,1.3462215923245822,A06,4,s
57,1.4018416973440253,A08,3,s
58,1.9674308457897496,A02,4,s
59,1.0094445475824614,A05,2,s
60,1.1458158815830757,A09,3,s
61,1.4502136471555787,B10,1,c
62,4.762958367859028,B12,1,c
63,1.4046107335243505,B01,3,c
64,2.598964894247729,A01,4,c
65,1.9253821272941423,B09,2,c
66,4.76333962728404,B12,1,s
67,1.0369734099476773,A03,2,s
68,1.0221987771319618,B11,3,s
69,2.948973422022391,A01,4,s
70,2.2093748160496034,B04,3,s
71,1.66540878224896,A11,3,c
72,1.7241695230932237,A05,2,c
73,1.745382097107722,A04,2,s
74,1.6605701383014093,B07,1,c
75,1.8601635219556556,B07,1,c
76,0.9213603384541784,A05,2,s
77,6.0500708635390765,B10,2,s
78,3.290915128271081,B06,2,s
79,0.9577387663557602,B08,2,s
80,0.9509234900178853,B05,2,s
81,0.9809400474841823,A10,3,s
82,1.338920912064168,B01,3,c
83,1.8701221509309107,B08,2,s
84,2.2205149568108027,B04,4,s
85,0.8017127996608906,B05,4,s
86,0.5285272911414722,A01,4,c
87,1.3361180666561268,B05,2,s
88,1.2769096554029602,A09,1,s
89,2.0820773355908386,A01,2,s
90,3.332848835015284,A07,1,c
91,2.0964954621676952,B08,1,c
92,1.272503286589199,B07,2,c
93,1.8289198706197567,B12,1,s
94,4.082059525372642,A12,1,s
95,2.0004431423867572,A02,3,s
