,RT,alienType,confidenceRating,response
0,1.3455716702828795,A08,3,s
1,1.3779461195608746,A06,3,s
2,0.7663927213561692,B11,1,c
3,1.1403167502085125,A05,4,s
4,0.8067455448035616,B12,3,c
5,1.1527368117585866,B07,4,c
6,0.5999628702211339,A05,4,s
7,1.4027928837622312,B09,4,c
8,1.2063353060420923,A01,4,s
9,0.9727216881674394,B03,3,c
10,0.9671193178983231,A02,4,s
11,1.111520645514247,B02,3,c
12,0.9495355004455632,A03,4,s
13,0.9671175066905562,A06,4,s
14,1.3123039932615939,A04,3,s
15,1.1807531911235856,A11,3,c
16,0.8543184497266338,B07,3,c
17,0.8838891479917947,B03,3,c
18,0.8987214376156771,B01,3,c
19,0.8419026143274095,B08,3,c
20,0.9018822986054147,A09,3,s
21,0.8238602592136886,A11,3,s
22,0.7638838954881066,A02,4,s
23,1.043101936333187,B01,3,c
24,1.0074165976129734,B06,3,c
25,1.0506902969027578,B12,3,c
26,1.0535076319811196,A09,3,c
27,0.9839095240895404,B06,3,c
28,0.8326675632142724,B11,3,c
29,0.6354462591752963,A02,3,s
30,1.2191016103151924,B10,3,c
31,1.408233452721106,B03,4,s
32,0.9166822883398709,A06,4,s
33,0.9062545563228923,B05,3,s
34,0.602293593907234,A03,4,s
35,0.7714764822103461,A06,4,s
36,0.7010391809708381,A12,3,c
37,0.9522791797026002,A10,3,c
38,0.573086646712909,B09,3,s
39,0.6362528507670504,A10,4,s
40,0.9506554311356012,A05,4,s
41,1.3575141764813452,A07,3,s
42,0.7758297222353576,B08,3,s
43,1.0126271430744964,B01,3,c
44,2.3110168276380136,B02,3,s
45,0.6982825213835895,B10,3,s
46,1.7641764056861575,B10,3,c
47,0.7942379415017058,B03,3,s
48,1.0062365951707761,B11,3,c
49,0.9746150049595599,B02,3,s
50,1.0306136525887268,A10,3,c
51,1.2558326201688033,B05,3,s
52,1.2838052286570019,A01,2,c
53,1.129400897454616,B06,3,s
54,1.6798214751997875,B12,3,c
55,0.9794002182516124,A04,4,s
56,1.1021983545178955,A11,4,s
57,0.8846238949754479,A03,4,s
58,0.8534056005591992,A11,3,c
59,0.7061887490744994,B08,3,c
60,0.8661869982388453,B07,3,c
61,0.9422028221651999,A09,3,s
62,0.8617921004133677,B05,3,s
63,1.369383026860305,B10,3,c
64,0.9161742443120602,A12,3,s
65,1.564585738844471,B09,3,c
66,1.4589608794012747,A07,4,s
67,0.9821786123411584,A09,4,s
68,1.1906294101045205,B01,3,c
69,0.7317590911352454,A04,4,s
70,1.5585701111322123,A08,4,s
71,1.182549306382498,B04,4,s
72,1.0701417723576014,B04,3,c
73,0.8149799031307339,A01,4,s
74,0.9857261663819372,A07,4,s
75,0.7445513560669497,A12,4,s
76,1.090501267091895,B02,3,c
77,0.7873432738506381,A04,3,s
78,0.8733310089482984,A02,4,s
79,0.9333647276180272,A12,4,s
80,0.846142351945673,B07,3,c
81,1.1576949954796873,B11,3,c
82,2.4109363797851984,B05,4,c
83,0.9041294048220152,B09,1,s
84,1.0285253289985121,B06,4,c
85,0.8745076908453484,A10,3,s
86,0.8013098057326715,A01,3,s
87,1.1105054630570521,B08,4,c
88,2.5332838269623608,B04,4,c
89,0.5325246286647598,A05,3,s
90,0.3861376126151299,A03,4,s
91,1.0916972685463406,A08,3,s
92,1.0257076920515829,B12,4,c
93,0.7928710826945462,B04,4,c
94,1.5268700352135056,A07,3,s
95,0.7320887311125261,A08,3,s
