,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,1,1,2,0,1,A2,1,1.0408582740035115
1,1,1,2,0,1,A3,1,2.5124812275201975
2,1,1,2,0,1,B10,1,3.4569617788537528
3,1,1,2,0,1,A8,1,1.6486754741985123
4,1,1,2,0,1,A5,1,2.3219336522076617
5,1,1,2,0,1,A5,1,3.1686967861514574
6,1,1,2,0,1,A3,1,2.048510049974425
7,1,1,2,0,1,A6,1,2.0644472249935575
8,1,1,2,0,1,A1,1,2.8486751723294788
9,1,1,2,0,1,A5,1,1.920306880047832
10,1,2,2,0,1,A5,1,2.863766812217875
11,1,2,2,0,1,B4,1,2.5287975500310154
12,1,2,2,0,2,B7,1,0.8806569877395987
13,1,2,2,0,2,A5,1,1.9538735078236869
14,1,2,2,0,2,B2,1,1.2807384923755762
15,1,2,2,0,2,B2,1,3.4406777563283413
16,1,2,2,0,2,B2,1,0.880347270122968
17,1,2,2,0,2,B7,1,1.9204306463468583
18,1,2,2,0,2,A8,1,1.8405289349004192
19,1,2,2,0,2,A5,1,2.4642673110564033
