,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,1,1,1,0,1,A8,0,1.3121482659917092
1,1,1,1,0,1,B3,0,2.240588101230969
2,1,1,1,0,1,A5,0,1.9702260546146135
3,1,1,1,0,1,B3,1,3.872768848323176
4,1,1,1,0,1,B1,0,2.2068669165128085
5,1,1,1,0,1,A8,1,4.560711143043591
6,1,1,1,0,1,A3,0,3.727420725419506
7,1,1,1,0,1,A9,0,3.184173007171921
8,1,1,1,0,1,A2,0,2.7679167565984244
9,1,1,1,0,1,B7,1,2.5447434792513377
10,1,2,1,0,1,A9,1,1.3128621862233558
11,1,2,1,0,1,A5,1,1.9527985522327072
12,1,2,1,0,1,A1,1,1.2005738530097005
13,1,2,1,0,1,B7,1,1.4564039249016787
14,1,2,1,0,1,A2,1,4.176807403036946
15,1,2,1,0,1,A3,1,2.3045680329778406
16,1,2,1,0,1,B10,1,3.504460869473405
17,1,2,1,0,1,B1,1,2.8326009487718693
18,1,2,1,0,1,B2,0,1.8892137670372904
19,1,2,1,0,1,A8,1,2.9448491334114806
20,1,3,1,0,2,B6,1,2.4814101509509783
21,1,3,1,0,2,A9,1,1.9674337661635946
22,1,3,1,0,2,A5,1,1.0248097093171964
23,1,3,1,0,2,B10,0,2.4980615480744746
24,1,3,1,0,2,A9,1,2.0976377239676367
25,1,3,1,0,2,B1,1,1.9686629768220882
26,1,3,1,0,2,A6,1,1.5372030929502216
27,1,3,1,0,2,B4,0,1.5038719230105926
28,1,3,1,0,2,A2,1,2.545250015471538
29,1,3,1,0,2,B1,0,1.4563909445314493
30,1,4,1,0,2,A2,1,1.3927032219980902
31,1,4,1,0,2,A7,1,1.2173179239252931
32,1,4,1,0,2,A2,0,1.5683182423963444
33,1,4,1,0,2,B7,1,1.8086642446724
34,1,4,1,0,2,A2,1,1.408740919403499
35,1,4,1,0,2,A9,1,2.064544728687906
36,1,4,1,0,3,B5,1,2.2888910690562625
37,1,4,1,0,3,B2,0,1.9042577116233588
38,1,4,1,0,3,B4,0,1.057074375999946
39,1,4,1,0,3,B6,1,1.8894021333107958
40,1,5,1,0,3,B2,1,1.7588464980944991
41,1,5,1,0,3,A6,1,0.8166918475762941
42,1,5,1,0,3,A7,1,1.5688075720827328
43,1,5,1,0,3,A6,1,1.0739548917117645
44,1,5,1,0,3,B5,1,1.312967538517114
45,1,5,1,0,3,B4,1,1.073024833258387
46,1,5,1,0,3,B5,0,1.136271827017481
47,1,5,1,0,3,B1,1,1.5374904722593783
48,1,5,1,0,3,B10,1,1.472406907367258
49,1,5,1,0,3,A6,1,1.3605212674301583
50,1,6,1,0,3,A5,1,1.344608241928654
51,1,6,1,0,4,B5,1,1.089259651129396
52,1,6,1,0,4,B4,1,1.1685696992935846
53,1,6,1,0,4,A6,1,0.8006300006491074
54,1,6,1,0,4,B5,1,1.05458878646823
55,1,6,1,0,4,B7,1,1.2968018486426445
56,1,6,1,1,4,B1,0,0.9759147763397777
57,1,6,1,0,4,A1,1,1.0410605262513855
58,1,6,1,0,4,A2,0,1.5845310238364618
59,1,6,1,0,4,B10,1,1.2963777226723323
60,1,7,1,0,2,A1,1,2.6733402863828815
61,1,7,1,0,2,B2,1,2.084753954110056
62,1,7,1,0,2,A5,1,2.495658368792647
63,1,7,1,0,2,B10,1,1.4565859519207152
64,1,7,1,0,2,B1,1,1.9355805469567713
65,1,7,1,0,2,B6,1,1.7119022427359596
66,1,7,1,0,2,A1,1,1.840485465760139
67,1,7,1,0,2,B7,1,0.9607123505193158
68,1,7,1,0,2,B5,1,1.1370394799414498
69,1,7,1,0,2,A1,1,2.1446855203976156
70,1,8,1,0,2,A9,1,1.93573721697976
71,1,8,1,0,2,B6,1,1.936622900688235
72,1,8,1,0,2,B7,1,1.8883975132011983
73,1,8,1,0,2,B7,1,1.4250569400464883
74,1,8,1,0,2,A2,1,2.5763488639931893
75,1,8,1,0,2,A8,0,1.6325025394726254
76,1,8,1,0,2,B5,1,1.8088725342968246
77,1,8,1,0,2,B4,0,1.9361393065155426
78,1,8,1,0,2,A1,1,2.0011890620771737
79,1,8,1,0,2,A8,1,1.779206356157374
80,1,9,1,0,2,A9,1,2.5763998798574903
81,1,9,1,0,2,B5,0,1.312604691949673
82,1,9,1,0,2,A3,1,1.3766510348796146
83,1,9,1,0,2,A3,1,1.6173864481934288
84,1,9,1,0,2,A3,1,1.777256282271992
85,1,9,1,0,2,B7,1,0.8969096158871253
86,1,9,1,0,2,B10,1,2.3055542390720802
87,1,9,1,0,2,A6,1,1.9376875927300716
88,1,9,1,0,2,A9,0,1.9522760169566027
89,1,9,1,0,2,B5,1,2.130211504529143
