,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,1,1,3,0,1,B4,0,0.4162780560363899
1,1,1,3,0,1,B3,1,3.519326787931277
2,1,1,3,0,1,B2,1,2.288903526354261
3,1,1,3,0,1,B3,1,0.7203669804530364
4,1,1,3,0,1,B10,1,0.5443305915250676
5,1,1,3,0,1,A8,0,2.496527861630966
6,1,1,3,0,1,B5,1,2.560473529398223
7,1,1,3,0,1,A2,0,2.0171717196117243
8,1,1,3,0,1,B3,0,2.5755916098751186
9,1,1,3,0,1,A6,1,2.176865331020963
10,1,2,3,0,1,A1,0,1.008389340757276
11,1,2,3,0,1,B2,0,3.1842781139966974
12,1,2,3,0,1,A8,0,2.7202024598991557
13,1,2,3,0,1,B3,0,0.7682460841097054
14,1,2,3,0,1,A2,0,2.352245147096255
15,1,2,3,0,1,B10,1,1.3125169048653333
16,1,2,3,0,1,A8,0,0.3363588009142404
17,1,2,3,0,1,A5,0,3.5822512207723776
18,1,2,3,0,1,A9,1,1.698327263682586
19,1,2,3,0,1,B5,0,3.3925354760649498
20,1,3,3,0,1,B3,0,2.8310295424580545
21,1,3,3,0,1,A5,1,4.801839671852576
22,1,3,3,0,1,A7,1,2.14500901995234
23,1,3,3,0,1,A9,1,3.376891835434435
24,1,3,3,0,1,B2,1,3.535786692007605
25,1,3,3,0,2,B10,1,2.7205118792899157
26,1,3,3,0,2,B1,1,2.499882571568378
27,1,3,3,0,2,B1,1,2.9613533672072663
28,1,3,3,0,2,B10,0,1.3599051637102093
29,1,3,3,0,2,A7,1,2.832906888006619
30,1,4,3,0,2,B4,1,1.392255640188523
31,1,4,3,0,2,A3,0,2.544616162982493
32,1,4,3,0,2,A1,0,2.4645556314935675
33,1,4,3,0,2,A7,0,1.8883542390158254
34,1,4,3,0,2,A2,0,2.384090288878724
35,1,4,3,0,2,A3,1,2.52861027525978
36,1,4,3,0,2,A6,0,2.352411177012982
37,1,4,3,0,2,A7,1,3.1857352529223135
38,1,4,3,0,2,A5,0,3.2164547118700284
39,1,4,3,0,2,B6,0,2.783234057505979
40,1,5,3,0,2,B5,0,2.272320760139337
41,1,5,3,0,2,A5,0,1.8241030762019363
42,1,5,3,0,2,B2,0,2.5606706521903106
43,1,5,3,0,2,A1,1,2.0334139735605277
44,1,5,3,0,2,B5,0,2.945580525112746
45,1,5,3,0,2,B2,1,2.1450253210714436
46,1,5,3,0,2,A5,0,1.631181444738104
47,1,5,3,0,2,A7,0,3.0885093411452544
48,1,5,3,0,2,A5,1,2.7533157683737954
49,1,5,3,0,2,A2,1,2.208821863785488
50,1,6,3,0,2,B1,0,2.960646985380663
51,1,6,3,0,2,A5,1,2.177378212527401
52,1,6,3,0,3,B6,1,1.7763223830061179
53,1,6,3,0,3,A8,1,2.1924781806501414
54,1,6,3,0,3,B7,0,1.5681845624785637
55,1,6,3,0,3,B1,0,1.9360202206316899
56,1,6,3,0,3,B4,1,0.960765017558515
57,1,6,3,0,3,A9,1,1.6476501031193038
58,1,6,3,0,3,B4,1,1.5365715607058519
59,1,6,3,0,3,B2,1,1.6164515723939985
60,1,7,3,0,2,B10,1,2.975920228360337
61,1,7,3,0,2,B5,1,2.0017149381037598
62,1,7,3,0,2,A6,1,2.3688082915941777
63,1,7,3,0,2,B7,1,2.576317311546518
64,1,7,3,0,2,A5,1,1.6180847030300356
65,1,7,3,0,2,B5,1,1.9845634439552668
66,1,7,3,0,2,A5,1,1.567519235319196
67,1,7,3,0,2,A2,1,1.9527056235237978
68,1,7,3,0,2,B3,1,2.8485840364955948
69,1,7,3,0,2,B3,1,2.2877476562607626
70,1,8,3,0,2,B6,1,2.240851147840658
71,1,8,3,0,2,A7,1,1.5525780521729757
72,1,8,3,0,2,B5,0,3.024458621721351
73,1,8,3,0,2,B2,1,2.8818745441731153
74,1,8,3,0,2,B1,1,2.2088315237069764
75,1,8,3,0,2,A3,1,1.3614730898716516
76,1,8,3,0,2,B4,1,2.1927516772047966
77,1,8,3,0,2,B2,1,1.1365206649898028
78,1,8,3,0,2,A6,0,2.275950475992431
79,1,8,3,0,2,B3,1,1.921012625518415
80,1,9,3,0,2,A3,0,2.961138433933229
81,1,9,3,0,2,A3,1,2.177015361690792
82,1,9,3,0,2,A9,1,1.7929422795496066
83,1,9,3,0,2,A2,1,1.969019119402219
84,1,9,3,0,2,B2,0,1.6642497741995612
85,1,9,3,0,2,A2,1,1.6816433701533242
86,1,9,3,0,2,A1,1,1.8411878565111692
87,1,9,3,0,2,A7,1,1.5967142377612618
88,1,9,3,0,2,B1,1,1.7284372418998828
89,1,9,3,0,2,A2,1,1.1210835051988397
