A05,return,5,1.70250536951
A01,return,5,1.27372418446
B08,space,5,1.778074583
B11,space,5,0.877698604002
A08,return,5,1.40048450124
B06,space,5,1.04570069294
A10,space,5,0.803293400973
A06,return,5,0.940881792262
B03,space,5,0.83367057236
B11,space,5,0.964493756575
B08,space,5,0.963956729964
A12,return,5,0.936875978247
A01,return,5,0.835277727886
B08,space,5,0.839672652244
A04,return,5,0.75206939386
A04,return,5,0.879267120176
A09,return,5,1.17965517398
A10,space,5,1.19805082584
A06,return,5,0.933652611099
A06,return,5,0.795672090766
B10,space,5,0.927648116256
A05,return,5,0.780443658241
B07,space,5,0.869258018797
A10,return,5,2.10322985735
A02,return,5,0.890708292518
A11,return,3,2.32203907103
A12,return,5,1.12003556028
B08,space,5,0.873613096325
A10,return,5,2.31721851006
B12,space,5,0.841197095408
A03,return,5,0.998419409029
A02,return,5,0.840817343031
B06,space,5,0.929616006351
B07,space,5,0.787215808325
B10,space,5,2.05880426301
A03,return,5,0.817082215785
A01,return,5,0.839209281897
A07,return,5,1.12839433873
A11,return,5,1.02546937001
B01,space,5,0.981592575207
A11,return,5,1.13876658964
A09,return,5,0.71360059891
A06,return,5,0.830410075211
B03,space,5,1.01517771838
B11,space,5,0.810760455642
A02,return,5,0.691578885406
A12,return,5,1.09876852161
B04,space,5,1.23477088827
B04,space,5,0.8015833078
A08,return,5,0.816380066321
B05,space,5,2.25356500844
A03,return,5,0.794381596801
A05,return,5,0.685154187615
B01,space,5,0.95994699164
B09,space,5,0.804328814844
B07,space,5,0.741562508962
B03,space,5,2.40074290191
B12,space,5,0.824340376462
B04,space,5,0.877149804464
A07,return,5,0.76433346364
B05,space,5,0.995544399785
B12,space,5,1.30068056576
A09,return,5,0.91952902253
A07,return,5,1.03991837437
B05,space,5,0.985554618082
B09,space,5,0.892351068695
B04,space,5,0.861126548404
B06,space,5,1.87189515453
A08,return,5,1.055088546
A07,return,5,0.912710686347
A04,return,5,0.843490099421
A01,return,5,0.791459193978
A08,return,5,0.849496103614
B01,space,5,1.02069861759
A02,return,5,0.997895966565
B09,space,5,1.0407032362
B12,space,5,1.02550589627
B10,space,5,2.8138461701
A11,return,5,1.09584279821
B05,return,5,1.8862677858
B02,space,5,0.910271577286
B10,space,5,0.674675074751
B11,space,5,1.56507123376
A04,return,5,0.855074961851
B02,space,5,0.903074092466
B02,space,5,0.927865160738
B06,space,5,0.951870763444
A03,return,5,0.863850622683
B03,return,5,2.81382383173
B02,space,5,1.56944291413
A05,return,5,0.792282393285
B07,space,5,0.836232542485
B09,space,5,0.689828643533
A09,return,5,0.947039335162
B01,space,5,1.14142696936
A12,return,5,0.85784341101
