,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,0,1,3,0,1,A9,1,4.225929643386735
1,0,1,3,0,1,B7,0,3.3923005287233536
2,0,1,3,0,1,A2,1,3.200564796940853
3,0,1,3,0,1,A5,1,3.8888243559995317
4,0,1,3,0,1,B7,0,2.575596002649945
5,0,1,3,0,1,A6,1,3.1691510990294773
6,0,1,3,0,1,B1,0,1.6642398409749148
7,0,1,3,0,1,B2,1,1.6324162049322695
8,0,1,3,0,1,B1,1,1.3928441948319232
9,0,1,3,0,1,A3,1,1.9517320489812846
10,0,2,3,0,1,B10,0,1.2476062541227293
11,0,2,3,0,1,A5,1,2.8645371819620777
12,0,2,3,0,1,B10,0,3.4241911796889326
13,0,2,3,0,1,A2,1,1.2174945173037486
14,0,2,3,0,1,B2,0,2.6564344136722866
15,0,2,3,0,1,A9,1,4.785828758760545
16,0,2,3,0,1,A6,1,3.552730933575731
17,0,2,3,0,1,A9,1,3.9366416165685223
18,0,2,3,0,2,A7,1,1.8246759813382596
19,0,2,3,0,2,B1,1,1.6006623006342124
20,0,3,3,0,2,A1,1,1.3443598037247284
21,0,3,3,0,2,B3,0,2.3352629807450285
22,0,3,3,0,2,B3,1,1.5378753552622584
23,0,3,3,0,2,B2,0,1.9841222931781886
24,0,3,3,0,2,B6,1,0.9614558539196878
25,0,3,3,0,2,B2,0,1.7604660253955444
26,0,3,3,0,2,B3,0,1.393124027415979
27,0,3,3,0,2,A8,1,1.7612297540217696
28,0,3,3,0,2,B10,0,2.962268183458036
29,0,3,3,0,2,A7,0,2.512237921088854
30,0,4,3,0,2,B2,0,1.1841542912943623
31,0,4,3,0,2,A7,0,2.1608789822184917
32,0,4,3,0,2,B5,1,2.784241531441694
33,0,4,3,0,2,B1,0,2.224055036759637
34,0,4,3,0,2,A6,0,2.720151417501256
35,0,4,3,0,2,A7,1,1.8886094252566181
36,0,4,3,0,2,A6,0,1.1202996351912589
37,0,4,3,0,2,B7,1,0.7845744929736611
38,0,4,3,0,2,A2,1,1.5685703030312652
39,0,4,3,0,2,B2,0,1.6808906343621857
40,0,5,3,0,2,B5,0,1.9832187991951287
41,0,5,3,0,2,A8,0,2.5443905943648133
42,0,5,3,1,2,B4,0,2.960553567412717
43,0,5,3,0,2,B4,1,1.4568476723634376
44,0,5,3,0,2,B5,1,1.4887944709671501
45,0,5,3,0,3,B1,0,1.6790175370806537
46,0,5,3,0,3,A7,1,1.777306090660204
47,0,5,3,0,3,A5,1,1.009596114341548
48,0,5,3,1,3,A8,0,1.952476759858655
49,0,5,3,0,3,A7,1,2.0804459812925415
50,0,6,3,1,3,A3,0,2.400279832583692
51,0,6,3,1,3,A2,0,1.2962110909693365
52,0,6,3,0,3,B1,0,1.47307645285764
53,0,6,3,1,3,B10,0,2.416254137492615
54,0,6,3,0,3,A3,1,1.4235657070748857
55,0,6,3,1,3,A1,0,1.3117458745819022
56,0,6,3,1,3,A6,0,1.9521368553396314
57,0,6,3,0,3,A7,1,0.8484708070018314
58,0,6,3,0,3,B5,1,0.7204701911887241
59,0,6,3,0,3,B2,0,1.0077833908644607
60,0,7,3,0,2,A2,1,1.5844597827444886
61,0,7,3,0,2,B10,0,1.3600618227756058
62,0,7,3,0,2,A8,1,2.4170903146832643
63,0,7,3,0,2,A3,1,2.272754962349609
64,0,7,3,0,2,B1,0,1.8721201317966916
65,0,7,3,0,2,B3,0,2.065574102053688
66,0,7,3,0,2,A3,1,1.3927871415871778
67,0,7,3,0,2,B1,0,1.664414623139237
68,0,7,3,0,2,A5,0,1.4887531149115603
69,0,7,3,0,2,B4,1,1.9848504012597914
70,0,8,3,0,2,A5,0,3.008013415059395
71,0,8,3,0,2,A8,0,1.1364490241330714
72,0,8,3,0,2,B10,1,1.5206694247435735
73,0,8,3,0,2,A5,0,1.3598671172567265
74,0,8,3,0,2,B7,0,1.9841473483065784
75,0,8,3,0,2,A9,0,1.5364236671357503
76,0,8,3,0,2,B10,0,2.5615660361127084
77,0,8,3,0,2,B4,0,2.5762166453596365
78,0,8,3,0,2,B1,0,1.1678935126838041
79,0,8,3,0,2,B4,0,1.808249778503523
80,0,9,3,0,2,B5,0,2.001786159004041
81,0,9,3,0,2,B10,1,1.7604500263387308
82,0,9,3,0,2,B3,0,2.799157483559611
83,0,9,3,0,2,A1,1,2.3212459945752926
84,0,9,3,0,2,A5,1,2.2893749650957034
85,0,9,3,0,2,B10,1,1.6327198851686262
86,0,9,3,0,2,A6,1,1.6971254522377421
87,0,9,3,0,2,A6,1,2.528834679920692
88,0,9,3,0,2,A8,0,3.3594958183593917
89,0,9,3,0,2,A3,0,1.4561310353055887
