,Balance,Block,Condition,EnemyHitPlayer,EnemySpeed,EnemyType,Success,TotalTime
0,0,1,2,1,1,A1,0,5.329043824653127
1,0,1,2,0,1,A9,1,4.016773247810761
2,0,1,2,0,1,B6,0,3.585381941257765
3,0,1,2,0,1,A5,1,2.7846748953106726
4,0,1,2,0,1,A1,0,4.752482901937583
5,0,1,2,0,1,A8,0,3.0883659516712214
6,0,1,2,0,1,A2,0,2.6734004375944096
7,0,1,2,0,1,B1,1,2.4171060925127676
8,0,1,2,0,1,A7,1,3.968706681285312
9,0,1,2,0,1,A7,1,4.3049746185538424
10,0,2,2,0,1,A3,1,1.4574326461906821
11,0,2,2,0,1,B4,0,3.6175790664651686
12,0,2,2,0,1,A9,1,4.49674460614051
13,0,2,2,0,1,A2,1,5.313571043899174
14,0,2,2,0,1,A3,0,4.480292248877959
15,0,2,2,0,1,B2,0,3.1053103612325685
16,0,2,2,0,1,B5,1,4.7557407107769905
17,0,2,2,0,1,A9,1,4.464704756545871
18,0,2,2,0,1,A3,0,3.5203090812933624
19,0,2,2,0,1,A8,0,4.210562461058544
20,0,3,2,0,1,A2,0,1.7281051820655193
21,0,3,2,0,1,B6,0,3.3612910607080266
22,0,3,2,0,1,B1,0,3.1846889625726362
23,0,3,2,0,1,A1,1,2.704717000497567
24,0,3,2,0,1,A6,1,4.354826459493779
25,0,3,2,0,2,B3,0,1.7602029911950012
26,0,3,2,0,2,B10,1,2.6724785187470843
27,0,3,2,0,2,A3,1,1.5525113383341704
28,0,3,2,0,2,A8,1,3.00901331137311
29,0,3,2,0,2,B7,1,1.3611681985694304
30,0,4,2,0,2,B10,0,2.2882221999507237
31,0,4,2,0,2,B10,0,1.5841961857795468
32,0,4,2,0,2,A8,1,1.1841356301410997
33,0,4,2,0,2,B10,1,1.7126864365027359
34,0,4,2,0,2,B6,0,2.336284238387634
35,0,4,2,0,2,B7,0,1.9683987712578528
36,0,4,2,0,2,B2,1,1.2805335054413263
37,0,4,2,0,2,A5,1,3.0408318883696666
38,0,4,2,0,2,B4,0,2.148267734410183
39,0,4,2,0,2,B2,1,2.624552624842181
40,0,5,2,0,2,A1,1,2.849838920793445
41,0,5,2,0,2,A8,1,2.129731550755878
42,0,5,2,0,2,A1,0,2.8647465960843874
43,0,5,2,0,2,B1,1,2.4968230930107893
44,0,5,2,0,3,B1,1,2.144874082910974
45,0,5,2,0,3,B6,0,1.168257132645067
46,0,5,2,0,3,B2,0,2.112237129360892
47,0,5,2,0,3,B3,1,1.4919886037064316
48,0,5,2,0,3,A9,1,1.1365164387730147
49,0,5,2,0,3,B10,1,1.7129228027297358
50,0,6,2,0,3,A9,0,1.7762526504411653
51,0,6,2,0,3,B2,1,1.9525513666376355
52,0,6,2,0,3,B4,0,1.6001875836186628
53,0,6,2,0,3,B4,0,1.8881999821292084
54,0,6,2,0,3,A6,1,1.6810945658107812
55,0,6,2,0,3,A3,0,1.4561351978595667
56,0,6,2,0,3,B1,1,1.7764784511282414
57,0,6,2,0,3,B4,0,1.424711470192051
58,0,6,2,0,3,B2,0,1.6802061548196434
59,0,6,2,0,3,A8,0,2.2893237329803924
60,0,7,2,0,2,A6,1,2.3056948865200866
61,0,7,2,0,2,B3,1,2.0170877990349254
62,0,7,2,0,2,B1,0,1.712601610308866
63,0,7,2,0,2,A3,1,2.032806002192956
64,0,7,2,0,2,A3,1,2.5926108838348227
65,0,7,2,0,2,B3,1,1.9685684236455927
66,0,7,2,0,2,B6,1,1.5844992658458068
67,0,7,2,0,2,A5,1,2.1778633217577408
68,0,7,2,0,2,A8,0,1.8240128163020017
69,0,7,2,0,2,B5,1,1.8407824416422045
70,0,8,2,0,2,A3,1,3.0917774136523803
71,0,8,2,0,2,B6,1,2.0486235214279986
72,0,8,2,0,2,B2,1,2.305852765877262
73,0,8,2,0,2,A7,1,2.000674081462421
74,0,8,2,0,2,B3,1,1.08824308953308
75,0,8,2,0,2,B7,1,2.1608627638970574
76,0,8,2,0,2,A9,1,2.9938351582536598
77,0,8,2,0,2,B7,1,2.95945519245015
78,0,8,2,0,2,A1,1,1.7304594862853264
79,0,8,2,0,2,A3,1,2.68873043261965
80,0,9,2,0,2,A3,1,2.3369767340768703
81,0,9,2,0,2,B4,1,2.768591728208321
82,0,9,2,0,2,A8,0,1.8870821479799815
83,0,9,2,0,2,B2,1,1.5052353760852384
84,0,9,2,0,2,B2,0,1.6166236397621105
85,0,9,2,0,2,A5,1,2.2884944890142833
86,0,9,2,0,2,A2,1,2.1294499036421257
87,0,9,2,0,2,A5,1,1.5366865741561924
88,0,9,2,0,2,B7,1,2.383510089788615
89,0,9,2,0,2,B5,1,3.1847052636921944
